order_id,order_date,due_date,hsd_code,color_family,container_type,sku,units_ordered,gallons_ordered
116,2024-11-19,2024-11-22,HM50,Clear,pail_5gal,ProMar200-Clear-Pail,9,45.0
117,2024-11-19,2024-11-23,HM50,Clear,gallon,ProMar200-Clear-Gallon,40,40.0
118,2024-11-19,2024-11-20,HM56,White,quart,SuperPaint-White-Quart,54,13.5
119,2024-11-19,2024-11-24,HM56,White,gallon,ProMar200-White-Gallon,41,41.0
120,2024-11-20,2024-11-22,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,151,37.75
121,2024-11-20,2024-11-23,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,37,37.0
122,2024-11-20,2024-11-23,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,127,31.75
123,2024-11-20,2024-11-21,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,203,50.75
124,2024-11-20,2024-11-22,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,95,23.75
125,2024-11-20,2024-11-23,HM14,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,2,10.0
126,2024-11-20,2024-11-23,HM20,Black,gallon,ProMar200-Black-Gallon,35,35.0
127,2024-11-20,2024-11-23,HM25,Black,quart,PrepRite-Black-Quart,92,23.0
128,2024-11-20,2024-11-22,HM25,Black,gallon,PrepRite-Black-Gallon,41,41.0
129,2024-11-20,2024-11-22,HM30,Black,gallon,PrepRite-Black-Gallon,25,25.0
130,2024-11-20,2024-11-22,HM30,Black,pail_5gal,ProMar200-Black-Pail,18,90.0
131,2024-11-20,2024-11-22,HM36,White,quart,Duration-White-Quart,60,15.0
132,2024-11-20,2024-11-22,HM36,White,quart,Duration-White-Quart,32,8.0
133,2024-11-20,2024-11-27,HM36,White,gallon,ProMar200-White-Gallon,68,68.0
134,2024-11-20,2024-11-23,HM36,White,quart,SuperPaint-White-Quart,123,30.75
135,2024-11-20,2024-11-23,HM43,Red,pail_5gal,Duration-Red-Pail,3,15.0
136,2024-11-20,2024-11-23,HM43,Red,gallon,Duration-Red-Gallon,26,26.0
137,2024-11-20,2024-11-23,HM47,Red,quart,Duration-Red-Quart,29,7.25
138,2024-11-20,2024-11-23,HM47,Red,quart,Duration-Red-Quart,86,21.5
139,2024-11-20,2024-11-21,HM50,Clear,gallon,ProMar200-Clear-Gallon,64,64.0
140,2024-11-20,2024-11-23,HM50,Clear,quart,SuperPaint-Clear-Quart,137,34.25
141,2024-11-20,2024-11-23,HM50,Clear,gallon,SuperPaint-Clear-Gallon,31,31.0
142,2024-11-20,2024-11-23,HM56,White,pail_5gal,SuperPaint-White-Pail,20,100.0
143,2024-11-20,2024-11-22,HM56,White,pail_5gal,ProMar200-White-Pail,8,40.0
144,2024-11-20,2024-11-21,HM56,White,quart,ProMar200-White-Quart,193,48.25
145,2024-11-21,2024-11-24,HM01,White,quart,SuperPaint-White-Quart,148,37.0
146,2024-11-21,2024-11-23,HM13,Blue/Green,gallon,Emerald-Blue/Green-Gallon,21,21.0
147,2024-11-21,2024-11-22,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,107,26.75
148,2024-11-21,2024-11-23,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,40,40.0
149,2024-11-21,2024-11-22,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,103,25.75
150,2024-11-21,2024-11-26,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,34,34.0
151,2024-11-21,2024-11-23,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,352,88.0
152,2024-11-21,2024-11-22,HM16,Red,gallon,Duration-Red-Gallon,17,17.0
153,2024-11-21,2024-11-24,HM16,Red,gallon,Duration-Red-Gallon,42,42.0
154,2024-11-21,2024-11-26,HM16,Red,pail_5gal,Duration-Red-Pail,9,45.0
155,2024-11-21,2024-11-26,HM20,Black,quart,PrepRite-Black-Quart,53,13.25
156,2024-11-21,2024-11-26,HM25,Black,gallon,ProMar200-Black-Gallon,54,54.0
157,2024-11-21,2024-11-22,HM25,Black,gallon,PrepRite-Black-Gallon,25,25.0
158,2024-11-21,2024-11-25,HM25,Black,quart,PrepRite-Black-Quart,133,33.25
159,2024-11-21,2024-11-22,HM25,Black,gallon,ProMar200-Black-Gallon,57,57.0
160,2024-11-21,2024-11-22,HM36,White,quart,ProMar200-White-Quart,134,33.5
161,2024-11-21,2024-11-23,HM43,Red,gallon,Emerald-Red-Gallon,14,14.0
162,2024-11-21,2024-11-22,HM43,Red,pail_5gal,Emerald-Red-Pail,2,10.0
163,2024-11-21,2024-11-22,HM47,Red,gallon,Emerald-Red-Gallon,17,17.0
164,2024-11-21,2024-11-23,HM56,White,quart,SuperPaint-White-Quart,290,72.5
165,2024-11-21,2024-11-23,HM56,White,gallon,Duration-White-Gallon,32,32.0
166,2024-11-22,2024-11-26,HM01,White,quart,Duration-White-Quart,415,103.75
167,2024-11-22,2024-11-26,HM01,White,gallon,ProMar200-White-Gallon,34,34.0
168,2024-11-22,2024-11-24,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,45,45.0
169,2024-11-22,2024-11-23,HM12,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,9,45.0
170,2024-11-22,2024-11-24,HM13,Blue/Green,gallon,Emerald-Blue/Green-Gallon,59,59.0
171,2024-11-22,2024-11-25,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,325,81.25
172,2024-11-22,2024-11-25,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,111,27.75
173,2024-11-22,2024-11-25,HM16,Red,pail_5gal,Duration-Red-Pail,9,45.0
174,2024-11-22,2024-12-03,HM16,Red,pail_5gal,Emerald-Red-Pail,9,45.0
175,2024-11-22,2024-11-23,HM20,Black,pail_5gal,PrepRite-Black-Pail,3,15.0
176,2024-11-22,2024-11-24,HM25,Black,gallon,PrepRite-Black-Gallon,15,15.0
177,2024-11-22,2024-11-24,HM36,White,gallon,SuperPaint-White-Gallon,15,15.0
178,2024-11-22,2024-11-24,HM43,Red,pail_5gal,Emerald-Red-Pail,8,40.0
179,2024-11-22,2024-11-27,HM43,Red,gallon,Emerald-Red-Gallon,20,20.0
180,2024-11-22,2024-11-25,HM43,Red,gallon,Duration-Red-Gallon,31,31.0
181,2024-11-22,2024-11-26,HM43,Red,gallon,Duration-Red-Gallon,68,68.0
182,2024-11-22,2024-11-25,HM43,Red,pail_5gal,Emerald-Red-Pail,5,25.0
183,2024-11-22,2024-11-23,HM50,Clear,quart,SuperPaint-Clear-Quart,82,20.5
184,2024-11-22,2024-11-28,HM50,Clear,quart,SuperPaint-Clear-Quart,197,49.25
185,2024-11-22,2024-11-23,HM50,Clear,gallon,SuperPaint-Clear-Gallon,17,17.0
186,2024-11-23,2024-11-24,HM01,White,quart,Duration-White-Quart,41,10.25
187,2024-11-23,2024-11-26,HM01,White,gallon,Duration-White-Gallon,34,34.0
188,2024-11-23,2024-11-27,HM12,Blue/Green,quart,Emerald-Blue/Green-Quart,90,22.5
189,2024-11-23,2024-12-02,HM12,Blue/Green,quart,Emerald-Blue/Green-Quart,116,29.0
190,2024-11-23,2024-11-24,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,388,97.0
191,2024-11-23,2024-11-25,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,107,26.75
192,2024-11-23,2024-11-25,HM16,Red,gallon,Emerald-Red-Gallon,42,42.0
193,2024-11-23,2024-11-26,HM20,Black,gallon,PrepRite-Black-Gallon,16,16.0
194,2024-11-23,2024-11-25,HM20,Black,gallon,PrepRite-Black-Gallon,22,22.0
195,2024-11-23,2024-11-26,HM25,Black,pail_5gal,ProMar200-Black-Pail,2,10.0
196,2024-11-23,2024-11-27,HM30,Black,gallon,ProMar200-Black-Gallon,72,72.0
197,2024-11-23,2024-11-24,HM36,White,gallon,SuperPaint-White-Gallon,48,48.0
198,2024-11-23,2024-11-27,HM47,Red,quart,Emerald-Red-Quart,106,26.5
199,2024-11-23,2024-11-26,HM47,Red,quart,Duration-Red-Quart,65,16.25
200,2024-11-23,2024-11-28,HM50,Clear,gallon,ProMar200-Clear-Gallon,26,26.0
201,2024-11-24,2024-11-27,HM01,White,quart,Duration-White-Quart,116,29.0
202,2024-11-24,2024-11-27,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,156,39.0
203,2024-11-24,2024-12-03,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,105,26.25
204,2024-11-24,2024-11-25,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,28,28.0
205,2024-11-24,2024-11-28,HM14,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,19,95.0
206,2024-11-24,2024-11-28,HM16,Red,gallon,Emerald-Red-Gallon,25,25.0
207,2024-11-24,2024-11-25,HM20,Black,quart,PrepRite-Black-Quart,137,34.25
208,2024-11-24,2024-11-25,HM30,Black,pail_5gal,ProMar200-Black-Pail,6,30.0
209,2024-11-24,2024-11-26,HM36,White,gallon,ProMar200-White-Gallon,10,10.0
210,2024-11-24,2024-11-26,HM50,Clear,gallon,ProMar200-Clear-Gallon,30,30.0
211,2024-11-25,2024-11-28,HM01,White,gallon,ProMar200-White-Gallon,107,107.0
212,2024-11-25,2024-11-30,HM01,White,pail_5gal,Duration-White-Pail,7,35.0
213,2024-11-25,2024-11-27,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,68,68.0
214,2024-11-25,2024-11-28,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,251,62.75
215,2024-11-25,2024-11-28,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,150,37.5
216,2024-11-25,2024-12-08,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,140,35.0
217,2024-11-25,2024-11-26,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,28,7.0
218,2024-11-25,2024-11-28,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,208,52.0
219,2024-11-25,2024-11-27,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,45,45.0
220,2024-11-25,2024-11-28,HM16,Red,quart,Emerald-Red-Quart,222,55.5
221,2024-11-25,2024-11-28,HM16,Red,pail_5gal,Emerald-Red-Pail,25,125.0
222,2024-11-25,2024-11-28,HM20,Black,quart,PrepRite-Black-Quart,132,33.0
223,2024-11-25,2024-12-04,HM20,Black,gallon,PrepRite-Black-Gallon,13,13.0
224,2024-11-25,2024-11-27,HM20,Black,pail_5gal,ProMar200-Black-Pail,7,35.0
225,2024-11-25,2024-11-26,HM25,Black,gallon,PrepRite-Black-Gallon,33,33.0
226,2024-11-25,2024-12-02,HM36,White,pail_5gal,Duration-White-Pail,7,35.0
227,2024-11-25,2024-11-27,HM36,White,quart,Duration-White-Quart,22,5.5
228,2024-11-25,2024-11-29,HM36,White,gallon,Duration-White-Gallon,17,17.0
229,2024-11-25,2024-11-28,HM36,White,gallon,SuperPaint-White-Gallon,70,70.0
230,2024-11-25,2024-12-01,HM43,Red,gallon,Emerald-Red-Gallon,26,26.0
231,2024-11-25,2024-11-29,HM47,Red,quart,Duration-Red-Quart,201,50.25
232,2024-11-25,2024-11-29,HM56,White,quart,ProMar200-White-Quart,88,22.0
233,2024-11-25,2024-11-27,HM56,White,quart,ProMar200-White-Quart,183,45.75
234,2024-11-26,2024-11-28,HM01,White,pail_5gal,SuperPaint-White-Pail,2,10.0
235,2024-11-26,2024-11-27,HM12,Blue/Green,quart,Emerald-Blue/Green-Quart,118,29.5
236,2024-11-26,2024-11-27,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,114,28.5
237,2024-11-26,2024-11-30,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,203,50.75
238,2024-11-26,2024-11-28,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,112,28.0
239,2024-11-26,2024-11-30,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,44,44.0
240,2024-11-26,2024-11-29,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,125,31.25
241,2024-11-26,2024-11-29,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,63,15.75
242,2024-11-26,2024-11-29,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,33,33.0
243,2024-11-26,2024-12-02,HM16,Red,pail_5gal,Duration-Red-Pail,8,40.0
244,2024-11-26,2024-11-29,HM20,Black,pail_5gal,ProMar200-Black-Pail,14,70.0
245,2024-11-26,2024-11-27,HM20,Black,quart,PrepRite-Black-Quart,98,24.5
246,2024-11-26,2024-11-29,HM20,Black,gallon,ProMar200-Black-Gallon,44,44.0
247,2024-11-26,2024-11-27,HM20,Black,quart,ProMar200-Black-Quart,137,34.25
248,2024-11-26,2024-11-29,HM20,Black,pail_5gal,PrepRite-Black-Pail,3,15.0
249,2024-11-26,2024-11-28,HM36,White,gallon,ProMar200-White-Gallon,47,47.0
250,2024-11-26,2024-11-28,HM36,White,gallon,Duration-White-Gallon,32,32.0
251,2024-11-26,2024-11-28,HM43,Red,gallon,Emerald-Red-Gallon,74,74.0
252,2024-11-26,2024-11-28,HM43,Red,gallon,Duration-Red-Gallon,87,87.0
253,2024-11-26,2024-11-28,HM43,Red,gallon,Emerald-Red-Gallon,63,63.0
254,2024-11-26,2024-11-29,HM47,Red,gallon,Duration-Red-Gallon,41,41.0
255,2024-11-26,2024-11-28,HM50,Clear,gallon,ProMar200-Clear-Gallon,38,38.0
256,2024-11-26,2024-11-30,HM50,Clear,quart,SuperPaint-Clear-Quart,281,70.25
257,2024-11-26,2024-11-29,HM56,White,quart,SuperPaint-White-Quart,101,25.25
258,2024-11-27,2024-11-29,HM01,White,gallon,ProMar200-White-Gallon,120,120.0
259,2024-11-27,2024-11-29,HM12,Blue/Green,gallon,Emerald-Blue/Green-Gallon,43,43.0
260,2024-11-27,2024-11-30,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,40,40.0
261,2024-11-27,2024-11-28,HM12,Blue/Green,quart,Emerald-Blue/Green-Quart,96,24.0
262,2024-11-27,2024-11-30,HM12,Blue/Green,gallon,Emerald-Blue/Green-Gallon,51,51.0
263,2024-11-27,2024-11-28,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,90,22.5
264,2024-11-27,2024-12-08,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,34,34.0
265,2024-11-27,2024-11-30,HM14,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,13,65.0
266,2024-11-27,2024-11-28,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,124,31.0
267,2024-11-27,2024-11-30,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,32,32.0
268,2024-11-27,2024-12-11,HM16,Red,gallon,Emerald-Red-Gallon,40,40.0
269,2024-11-27,2024-11-29,HM16,Red,gallon,Duration-Red-Gallon,21,21.0
270,2024-11-27,2024-11-30,HM16,Red,gallon,Duration-Red-Gallon,27,27.0
271,2024-11-27,2024-12-06,HM16,Red,gallon,Duration-Red-Gallon,17,17.0
272,2024-11-27,2024-12-02,HM20,Black,gallon,PrepRite-Black-Gallon,43,43.0
273,2024-11-27,2024-11-30,HM20,Black,quart,PrepRite-Black-Quart,62,15.5
274,2024-11-27,2024-12-01,HM25,Black,gallon,PrepRite-Black-Gallon,16,16.0
275,2024-11-27,2024-12-02,HM25,Black,quart,PrepRite-Black-Quart,33,8.25
276,2024-11-27,2024-11-30,HM30,Black,pail_5gal,ProMar200-Black-Pail,12,60.0
277,2024-11-27,2024-12-04,HM30,Black,gallon,PrepRite-Black-Gallon,33,33.0
278,2024-11-27,2024-11-29,HM36,White,quart,ProMar200-White-Quart,53,13.25
279,2024-11-27,2024-12-01,HM43,Red,gallon,Emerald-Red-Gallon,17,17.0
280,2024-11-27,2024-12-03,HM47,Red,gallon,Emerald-Red-Gallon,17,17.0
281,2024-11-27,2024-11-30,HM47,Red,quart,Duration-Red-Quart,197,49.25
282,2024-11-27,2024-12-07,HM50,Clear,gallon,SuperPaint-Clear-Gallon,25,25.0
283,2024-11-28,2024-12-01,HM01,White,quart,SuperPaint-White-Quart,43,10.75
284,2024-11-28,2024-11-29,HM12,Blue/Green,gallon,Emerald-Blue/Green-Gallon,12,12.0
285,2024-11-28,2024-12-01,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,22,22.0
286,2024-11-28,2024-11-29,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,27,27.0
287,2024-11-28,2024-11-29,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,63,15.75
288,2024-11-28,2024-11-29,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,138,138.0
289,2024-11-28,2024-11-30,HM16,Red,quart,Emerald-Red-Quart,84,21.0
290,2024-11-28,2024-12-01,HM16,Red,quart,Emerald-Red-Quart,81,20.25
