date,line,minutes
2024-11-15,HM56,27.4
2024-11-15,HM56,30.8
2024-11-16,HM01,40.0
2024-11-16,HM12,33.4
2024-11-16,HM12,36.8
2024-11-16,HM12,33.2
2024-11-16,HM12,36.2
2024-11-16,HM12,35.6
2024-11-16,HM12,36.8
2024-11-16,HM12,37.2
2024-11-16,HM13,36.0
2024-11-16,HM13,33.9
2024-11-16,HM14,23.3
2024-11-16,HM14,26.0
2024-11-16,HM16,33.9
2024-11-16,HM16,37.0
2024-11-16,HM20,7.7
2024-11-16,HM30,34.4
2024-11-16,HM30,33.9
2024-11-16,HM30,31.0
2024-11-16,HM30,34.8
2024-11-16,HM30,31.5
2024-11-16,HM36,31.6
2024-11-16,HM43,34.9
2024-11-16,HM43,33.4
2024-11-16,HM43,36.2
2024-11-16,HM43,37.2
2024-11-16,HM43,33.1
2024-11-16,HM47,34.5
2024-11-16,HM56,28.1
2024-11-17,HM01,37.5
2024-11-17,HM01,37.0
2024-11-17,HM01,34.4
2024-11-17,HM01,37.1
2024-11-17,HM01,37.0
2024-11-17,HM01,38.0
2024-11-17,HM12,37.3
2024-11-17,HM12,32.6
2024-11-17,HM12,36.9
2024-11-17,HM12,34.0
2024-11-17,HM13,38.7
2024-11-17,HM13,35.7
2024-11-17,HM13,35.0
2024-11-17,HM13,33.1
2024-11-17,HM13,38.2
2024-11-17,HM13,31.9
2024-11-17,HM13,40.4
2024-11-17,HM14,37.2
2024-11-17,HM14,31.9
2024-11-17,HM14,33.6
2024-11-17,HM16,30.0
2024-11-17,HM16,33.4
2024-11-17,HM16,32.0
2024-11-17,HM16,33.9
2024-11-17,HM20,44.1
2024-11-17,HM20,45.4
2024-11-17,HM25,27.4
2024-11-17,HM30,31.5
2024-11-17,HM30,34.0
2024-11-17,HM36,31.6
2024-11-17,HM36,31.5
2024-11-17,HM36,29.2
2024-11-17,HM43,29.1
2024-11-17,HM43,27.2
2024-11-17,HM43,29.1
2024-11-17,HM50,36.1
2024-11-17,HM50,37.0
2024-11-17,HM50,38.5
2024-11-17,HM56,53.3
2024-11-18,HM01,38.1
2024-11-18,HM01,39.4
2024-11-18,HM01,38.9
2024-11-18,HM01,37.6
2024-11-18,HM01,38.7
2024-11-18,HM12,35.6
2024-11-18,HM12,36.3
2024-11-18,HM12,33.9
2024-11-18,HM13,30.6
2024-11-18,HM13,29.4
2024-11-18,HM13,31.7
2024-11-18,HM14,36.9
2024-11-18,HM14,34.9
2024-11-18,HM14,30.2
2024-11-18,HM14,32.3
2024-11-18,HM14,31.5
2024-11-18,HM14,31.8
2024-11-18,HM16,32.4
2024-11-18,HM20,37.4
2024-11-18,HM20,39.2
2024-11-18,HM20,36.0
2024-11-18,HM25,36.8
2024-11-18,HM25,32.8
2024-11-18,HM25,31.4
2024-11-18,HM25,35.1
2024-11-18,HM25,35.8
2024-11-18,HM25,32.8
2024-11-18,HM25,38.9
2024-11-18,HM25,37.0
2024-11-18,HM25,32.3
2024-11-18,HM25,33.6
2024-11-18,HM25,36.2
2024-11-18,HM25,36.9
2024-11-18,HM30,37.9
2024-11-18,HM30,30.9
2024-11-18,HM30,32.3
2024-11-18,HM36,36.6
2024-11-18,HM36,36.9
2024-11-18,HM36,38.1
2024-11-18,HM43,33.4
2024-11-18,HM43,32.5
2024-11-18,HM43,33.3
2024-11-18,HM43,34.0
2024-11-18,HM47,36.3
2024-11-18,HM47,38.3
2024-11-18,HM47,35.5
2024-11-18,HM47,34.3
2024-11-18,HM47,35.2
2024-11-18,HM47,33.6
2024-11-18,HM47,32.4
2024-11-18,HM47,33.1
2024-11-18,HM47,37.5
2024-11-18,HM47,32.6
2024-11-18,HM47,32.8
2024-11-18,HM47,33.5
2024-11-18,HM50,35.9
2024-11-18,HM50,38.4
2024-11-18,HM56,34.7
2024-11-18,HM56,38.1
2024-11-18,HM56,35.5
2024-11-18,HM56,38.0
2024-11-19,HM01,36.9
2024-11-19,HM01,37.8
2024-11-19,HM01,34.3
2024-11-19,HM12,29.5
2024-11-19,HM12,30.1
2024-11-19,HM13,40.3
2024-11-19,HM13,39.9
2024-11-19,HM14,27.8
2024-11-19,HM14,30.3
2024-11-19,HM14,29.0
2024-11-19,HM14,30.9
2024-11-19,HM16,35.5
2024-11-19,HM16,36.3
2024-11-19,HM16,32.3
2024-11-19,HM20,17.4
2024-11-19,HM25,40.0
2024-11-19,HM30,33.6
2024-11-19,HM30,32.2
2024-11-19,HM30,36.6
2024-11-19,HM30,34.8
2024-11-19,HM30,34.9
2024-11-19,HM30,31.8
2024-11-19,HM30,32.8
2024-11-19,HM36,37.5
2024-11-19,HM36,34.5
2024-11-19,HM36,35.5
2024-11-19,HM36,34.8
2024-11-19,HM36,34.9
2024-11-19,HM36,35.1
2024-11-19,HM36,34.3
2024-11-19,HM36,33.2
2024-11-19,HM36,35.6
2024-11-19,HM36,35.2
2024-11-19,HM36,38.4
2024-11-19,HM36,35.3
2024-11-19,HM43,40.0
2024-11-19,HM43,38.5
2024-11-19,HM43,36.4
2024-11-19,HM47,26.4
2024-11-19,HM47,28.4
2024-11-19,HM50,12.9
2024-11-19,HM56,38.4
2024-11-20,HM01,28.1
2024-11-20,HM01,31.9
2024-11-20,HM12,35.5
2024-11-20,HM12,33.9
2024-11-20,HM12,32.4
2024-11-20,HM13,46.8
2024-11-20,HM14,35.5
2024-11-20,HM14,36.0
2024-11-20,HM14,32.9
2024-11-20,HM14,36.5
2024-11-20,HM14,35.0
2024-11-20,HM16,32.2
2024-11-20,HM16,35.7
2024-11-20,HM16,36.1
2024-11-20,HM16,37.0
2024-11-20,HM16,32.8
2024-11-20,HM16,36.0
2024-11-20,HM16,31.3
2024-11-20,HM16,34.4
2024-11-20,HM20,43.3
2024-11-20,HM30,39.2
2024-11-20,HM30,37.8
2024-11-20,HM30,36.8
2024-11-20,HM36,31.3
2024-11-20,HM36,36.1
2024-11-20,HM36,31.9
2024-11-20,HM36,32.0
2024-11-20,HM36,32.0
2024-11-20,HM43,35.8
2024-11-20,HM43,37.6
2024-11-20,HM43,38.6
2024-11-20,HM47,33.6
2024-11-20,HM47,33.1
2024-11-20,HM47,32.7
2024-11-20,HM47,33.2
2024-11-20,HM50,48.9
2024-11-20,HM56,33.5
2024-11-20,HM56,35.0
2024-11-20,HM56,33.6
2024-11-21,HM01,35.1
2024-11-21,HM01,40.6
2024-11-21,HM01,37.7
2024-11-21,HM01,37.5
2024-11-21,HM01,33.8
2024-11-21,HM12,36.1
2024-11-21,HM12,34.4
2024-11-21,HM12,38.5
2024-11-21,HM12,35.4
2024-11-21,HM12,37.6
2024-11-21,HM12,36.2
2024-11-21,HM12,34.4
2024-11-21,HM12,35.1
2024-11-21,HM12,35.0
2024-11-21,HM12,35.0
2024-11-21,HM12,35.0
2024-11-21,HM12,36.8
2024-11-21,HM13,37.7
2024-11-21,HM13,43.3
2024-11-21,HM14,34.6
2024-11-21,HM14,35.7
2024-11-21,HM14,38.0
2024-11-21,HM16,36.5
2024-11-21,HM16,35.9
2024-11-21,HM16,38.9
2024-11-21,HM16,35.6
2024-11-21,HM16,39.7
2024-11-21,HM16,36.4
2024-11-21,HM20,36.3
2024-11-21,HM20,31.9
2024-11-21,HM25,31.2
2024-11-21,HM30,35.7
2024-11-21,HM30,36.3
2024-11-21,HM30,37.7
2024-11-21,HM30,37.3
2024-11-21,HM30,35.3
2024-11-21,HM30,36.5
2024-11-21,HM36,32.8
2024-11-21,HM36,34.8
2024-11-21,HM36,30.7
2024-11-21,HM43,34.1
2024-11-21,HM47,30.2
2024-11-21,HM47,32.2
2024-11-21,HM50,37.7
2024-11-21,HM50,36.4
2024-11-21,HM50,36.0
2024-11-21,HM50,40.3
2024-11-21,HM50,34.6
2024-11-21,HM50,35.4
2024-11-21,HM50,37.0
2024-11-21,HM50,40.6
2024-11-21,HM50,39.2
2024-11-21,HM56,39.2
2024-11-21,HM56,37.7
2024-11-21,HM56,38.8
2024-11-21,HM56,36.0
2024-11-22,HM01,28.5
2024-11-22,HM01,29.8
2024-11-22,HM01,30.5
2024-11-22,HM12,35.4
2024-11-22,HM12,35.1
2024-11-22,HM12,37.0
2024-11-22,HM13,37.1
2024-11-22,HM14,31.3
2024-11-22,HM14,31.6
2024-11-22,HM14,30.5
2024-11-22,HM14,36.5
2024-11-22,HM14,33.3
2024-11-22,HM16,31.1
2024-11-22,HM16,34.3
2024-11-22,HM16,27.2
2024-11-22,HM16,30.6
2024-11-22,HM20,34.8
2024-11-22,HM20,36.8
2024-11-22,HM25,36.3
2024-11-22,HM25,38.6
2024-11-22,HM30,38.7
2024-11-22,HM30,34.0
2024-11-22,HM30,31.2
2024-11-22,HM30,34.1
2024-11-22,HM30,31.7
2024-11-22,HM30,32.1
2024-11-22,HM36,35.3
2024-11-22,HM36,35.1
2024-11-22,HM36,32.3
2024-11-22,HM43,29.0
2024-11-22,HM43,30.5
2024-11-22,HM47,33.1
2024-11-22,HM47,35.4
2024-11-22,HM47,32.1
2024-11-22,HM47,36.1
2024-11-22,HM50,38.0
2024-11-22,HM50,38.1
2024-11-22,HM50,36.3
2024-11-22,HM50,38.3
2024-11-22,HM56,30.4
2024-11-22,HM56,34.4
2024-11-22,HM56,35.7
2024-11-22,HM56,40.5
2024-11-22,HM56,35.5
2024-11-22,HM56,33.3
2024-11-22,HM56,37.6
2024-11-22,HM56,39.7
2024-11-22,HM56,35.7
2024-11-22,HM56,35.3
2024-11-22,HM56,38.4
2024-11-22,HM56,34.2
2024-11-23,HM01,35.1
2024-11-23,HM01,33.0
2024-11-23,HM01,32.3
2024-11-23,HM01,31.8
2024-11-23,HM01,36.1
2024-11-23,HM01,35.3
2024-11-23,HM01,34.9
2024-11-23,HM01,34.1
2024-11-23,HM12,35.4
2024-11-23,HM12,39.1
2024-11-23,HM12,38.9
2024-11-23,HM12,36.8
2024-11-23,HM13,33.5
2024-11-23,HM13,33.2
2024-11-23,HM13,32.3
2024-11-23,HM13,35.0
2024-11-23,HM14,41.7
2024-11-23,HM14,42.5
2024-11-23,HM14,38.1
2024-11-23,HM16,35.7
2024-11-23,HM16,34.1
2024-11-23,HM16,30.3
2024-11-23,HM16,33.6
2024-11-23,HM20,49.3
2024-11-23,HM25,32.8
2024-11-23,HM25,29.1
2024-11-23,HM30,29.3
2024-11-23,HM30,31.0
2024-11-23,HM30,27.4
2024-11-23,HM36,35.4
2024-11-23,HM36,31.5
2024-11-23,HM43,36.9
2024-11-23,HM43,38.6
2024-11-23,HM43,36.8
2024-11-23,HM43,37.8
2024-11-23,HM43,37.0
2024-11-23,HM43,38.3
2024-11-23,HM43,35.5
2024-11-23,HM47,37.8
2024-11-23,HM47,37.8
2024-11-23,HM50,52.7
2024-11-23,HM56,39.1
2024-11-23,HM56,33.6
2024-11-23,HM56,41.1
2024-11-23,HM56,39.4
2024-11-24,HM01,34.8
2024-11-24,HM01,36.0
2024-11-24,HM01,38.8
2024-11-24,HM01,39.0
2024-11-24,HM01,37.4
2024-11-24,HM01,35.2
2024-11-24,HM01,37.3
2024-11-24,HM01,34.5
2024-11-24,HM01,38.2
2024-11-24,HM12,38.0
2024-11-24,HM13,34.8
2024-11-24,HM13,35.9
2024-11-24,HM13,39.5
2024-11-24,HM13,34.9
2024-11-24,HM13,36.3
2024-11-24,HM13,36.1
2024-11-24,HM13,30.9
2024-11-24,HM14,37.7
2024-11-24,HM14,37.2
2024-11-24,HM14,33.1
2024-11-24,HM14,31.3
2024-11-24,HM14,34.0
2024-11-24,HM16,36.5
2024-11-24,HM16,36.4
2024-11-24,HM16,35.2
2024-11-24,HM20,38.3
2024-11-24,HM20,34.2
2024-11-24,HM20,38.7
2024-11-24,HM20,38.6
2024-11-24,HM20,38.5
2024-11-24,HM25,35.3
2024-11-24,HM25,36.8
2024-11-24,HM25,34.7
2024-11-24,HM36,33.4
2024-11-24,HM36,30.0
2024-11-24,HM43,38.6
2024-11-24,HM43,33.6
2024-11-24,HM43,36.5
2024-11-24,HM56,27.6
2024-11-24,HM56,27.8
2024-11-25,HM01,40.6
2024-11-25,HM12,34.3
2024-11-25,HM12,27.1
2024-11-25,HM13,35.2
2024-11-25,HM13,33.6
2024-11-25,HM14,20.3
2024-11-25,HM16,29.9
2024-11-25,HM20,19.6
2024-11-25,HM25,37.7
2024-11-25,HM25,36.2
2024-11-25,HM25,39.1
2024-11-25,HM30,29.1
2024-11-25,HM30,31.7
2024-11-25,HM30,29.3
2024-11-25,HM30,30.1
2024-11-25,HM36,37.9
2024-11-25,HM36,40.0
2024-11-25,HM43,13.6
2024-11-25,HM47,40.5
2024-11-25,HM56,39.9
2024-11-25,HM56,34.3
2024-11-25,HM56,35.8
2024-11-26,HM01,39.2
2024-11-26,HM01,39.2
2024-11-26,HM01,43.4
2024-11-26,HM01,38.3
2024-11-26,HM12,27.8
2024-11-26,HM13,39.0
2024-11-26,HM13,38.3
2024-11-26,HM13,37.2
2024-11-26,HM13,34.3
2024-11-26,HM13,34.2
2024-11-26,HM14,31.9
2024-11-26,HM14,31.8
2024-11-26,HM14,29.2
2024-11-26,HM14,35.6
2024-11-26,HM14,36.6
2024-11-26,HM14,33.0
2024-11-26,HM16,37.8
2024-11-26,HM16,39.1
2024-11-26,HM16,40.4
2024-11-26,HM20,37.4
2024-11-26,HM20,35.9
2024-11-26,HM25,32.8
2024-11-26,HM25,31.5
2024-11-26,HM25,30.8
2024-11-26,HM30,28.6
2024-11-26,HM30,31.9
2024-11-26,HM30,31.5
2024-11-26,HM30,34.4
2024-11-26,HM36,26.4
2024-11-26,HM36,29.5
2024-11-26,HM43,42.0
2024-11-26,HM43,41.9
2024-11-26,HM47,44.1
2024-11-26,HM50,27.7
2024-11-26,HM50,34.0
2024-11-26,HM50,32.5
2024-11-26,HM50,33.4
2024-11-26,HM50,31.2
2024-11-26,HM56,32.5
2024-11-26,HM56,37.2
2024-11-26,HM56,32.4
2024-11-26,HM56,36.4
2024-11-26,HM56,34.8
2024-11-26,HM56,33.9
2024-11-27,HM01,20.5
2024-11-27,HM12,31.5
2024-11-27,HM12,30.6
2024-11-27,HM12,34.8
2024-11-27,HM12,31.7
2024-11-27,HM13,35.8
2024-11-27,HM13,36.1
2024-11-27,HM13,35.2
2024-11-27,HM13,36.4
2024-11-27,HM13,37.9
2024-11-27,HM14,30.0
2024-11-27,HM14,33.4
2024-11-27,HM14,31.6
2024-11-27,HM16,40.5
2024-11-27,HM16,33.7
2024-11-27,HM20,25.3
2024-11-27,HM25,33.2
2024-11-27,HM25,38.6
2024-11-27,HM25,36.1
2024-11-27,HM30,33.4
2024-11-27,HM30,31.0
2024-11-27,HM36,34.2
2024-11-27,HM36,35.2
2024-11-27,HM36,33.6
2024-11-27,HM36,31.2
2024-11-27,HM36,30.0
2024-11-27,HM36,33.0
2024-11-27,HM36,34.4
2024-11-27,HM43,30.9
2024-11-27,HM47,42.1
2024-11-27,HM47,35.2
2024-11-27,HM47,40.7
2024-11-27,HM50,49.9
2024-11-27,HM56,38.4
2024-11-27,HM56,39.1
2024-11-27,HM56,36.4
2024-11-27,HM56,35.2
2024-11-27,HM56,36.5
2024-11-27,HM56,34.0
2024-11-27,HM56,35.1
2024-11-28,HM01,33.7
2024-11-28,HM01,30.3
2024-11-28,HM01,35.0
2024-11-28,HM01,32.9
2024-11-28,HM12,37.7
2024-11-28,HM13,35.2
2024-11-28,HM13,30.5
2024-11-28,HM13,32.0
2024-11-28,HM14,36.9
2024-11-28,HM14,36.0
2024-11-28,HM14,38.5
2024-11-28,HM14,35.5
2024-11-28,HM14,35.5
2024-11-28,HM14,35.0
2024-11-28,HM16,34.8
2024-11-28,HM16,33.3
2024-11-28,HM16,34.7
2024-11-28,HM16,37.1
2024-11-28,HM16,35.4
2024-11-28,HM16,39.5
2024-11-28,HM20,20.9
2024-11-28,HM25,30.9
2024-11-28,HM25,37.7
2024-11-28,HM25,35.2
2024-11-28,HM25,34.2
2024-11-28,HM25,34.1
2024-11-28,HM30,37.8
2024-11-28,HM30,36.2
2024-11-28,HM30,33.8
2024-11-28,HM30,34.8
2024-11-28,HM36,32.1
2024-11-28,HM36,32.8
2024-11-28,HM43,31.5
2024-11-28,HM43,31.4
2024-11-28,HM43,29.0
2024-11-28,HM47,29.4
2024-11-28,HM47,31.7
2024-11-28,HM47,28.4
2024-11-28,HM47,33.5
2024-11-28,HM47,31.1
2024-11-28,HM50,40.9
2024-11-28,HM50,42.5
2024-11-28,HM50,38.5
2024-11-28,HM56,24.2
2024-11-29,HM01,47.3
2024-11-29,HM12,29.0
2024-11-29,HM12,31.5
2024-11-29,HM12,32.3
2024-11-29,HM12,33.1
2024-11-29,HM14,38.3
2024-11-29,HM16,27.9
2024-11-29,HM16,28.2
2024-11-29,HM16,28.5
2024-11-29,HM20,30.3
2024-11-29,HM20,32.0
2024-11-29,HM25,34.3
2024-11-29,HM25,39.8
2024-11-29,HM25,32.8
2024-11-29,HM25,37.0
2024-11-29,HM25,36.4
2024-11-29,HM25,40.2
2024-11-29,HM25,34.4
2024-11-29,HM30,37.2
2024-11-29,HM30,33.9
2024-11-29,HM30,31.5
2024-11-29,HM30,33.7
2024-11-29,HM30,31.8
2024-11-29,HM30,28.7
2024-11-29,HM36,32.9
2024-11-29,HM36,30.5
2024-11-29,HM36,33.3
2024-11-29,HM36,34.5
2024-11-29,HM36,35.2
2024-11-29,HM43,32.8
2024-11-29,HM43,34.8
2024-11-29,HM43,34.2
2024-11-29,HM43,34.3
2024-11-29,HM47,32.9
2024-11-29,HM47,35.3
2024-11-29,HM47,35.3
2024-11-29,HM47,33.7
2024-11-29,HM47,33.3
2024-11-29,HM47,33.8
2024-11-29,HM47,32.9
2024-11-29,HM56,36.4
2024-11-29,HM56,36.3
2024-11-29,HM56,36.6
2024-11-29,HM56,38.8
2024-11-30,HM01,36.2
2024-11-30,HM01,36.1
2024-11-30,HM01,36.5
2024-11-30,HM01,39.1
2024-11-30,HM01,34.2
2024-11-30,HM01,36.8
2024-11-30,HM01,38.4
2024-11-30,HM12,28.6
2024-11-30,HM12,30.2
2024-11-30,HM12,26.8
2024-11-30,HM12,34.3
2024-11-30,HM13,34.1
2024-11-30,HM13,38.2
2024-11-30,HM13,37.5
2024-11-30,HM13,34.1
2024-11-30,HM13,30.4
2024-11-30,HM13,34.9
2024-11-30,HM13,38.9
2024-11-30,HM13,37.0
2024-11-30,HM13,32.2
2024-11-30,HM13,37.1
2024-11-30,HM13,35.5
2024-11-30,HM14,39.5
2024-11-30,HM14,36.8
2024-11-30,HM14,33.1
2024-11-30,HM14,35.1
2024-11-30,HM14,31.9
2024-11-30,HM14,38.0
2024-11-30,HM14,33.3
2024-11-30,HM16,43.7
2024-11-30,HM25,33.7
2024-11-30,HM25,36.8
2024-11-30,HM25,36.8
2024-11-30,HM25,38.9
2024-11-30,HM25,40.9
2024-11-30,HM25,39.0
2024-11-30,HM25,34.9
2024-11-30,HM30,34.9
2024-11-30,HM30,34.5
2024-11-30,HM30,31.6
2024-11-30,HM30,29.8
2024-11-30,HM36,33.8
2024-11-30,HM36,32.3
2024-11-30,HM36,36.5
2024-11-30,HM36,35.2
2024-11-30,HM43,31.1
2024-11-30,HM43,28.4
2024-11-30,HM47,26.2
2024-11-30,HM50,36.2
2024-11-30,HM56,30.8
2024-11-30,HM56,33.9
2024-12-01,HM01,38.3
2024-12-01,HM01,37.5
2024-12-01,HM12,35.4
2024-12-01,HM12,33.1
2024-12-01,HM12,33.9
2024-12-01,HM12,33.6
2024-12-01,HM12,37.1
2024-12-01,HM14,30.2
2024-12-01,HM14,28.9
2024-12-01,HM16,40.1
2024-12-01,HM16,38.6
2024-12-01,HM16,36.5
2024-12-01,HM16,37.9
2024-12-01,HM16,37.4
2024-12-01,HM20,38.8
2024-12-01,HM20,35.4
2024-12-01,HM20,39.6
2024-12-01,HM20,32.3
2024-12-01,HM20,34.4
2024-12-01,HM20,36.4
2024-12-01,HM20,37.7
2024-12-01,HM20,35.7
2024-12-01,HM20,40.0
2024-12-01,HM20,35.5
2024-12-01,HM20,32.9
2024-12-01,HM30,37.8
2024-12-01,HM30,33.4
2024-12-01,HM43,32.4
2024-12-01,HM43,27.4
2024-12-01,HM47,12.5
2024-12-01,HM50,36.3
2024-12-01,HM50,33.3
2024-12-01,HM50,33.9
2024-12-01,HM56,42.6
2024-12-02,HM01,38.2
2024-12-02,HM12,37.5
2024-12-02,HM12,37.3
2024-12-02,HM12,41.1
2024-12-02,HM12,39.7
2024-12-02,HM13,39.9
2024-12-02,HM13,37.9
2024-12-02,HM13,35.1
2024-12-02,HM13,37.3
2024-12-02,HM14,30.9
2024-12-02,HM14,36.6
2024-12-02,HM14,35.2
2024-12-02,HM14,34.8
2024-12-02,HM14,37.2
2024-12-02,HM16,37.5
2024-12-02,HM16,36.1
2024-12-02,HM16,39.7
2024-12-02,HM16,39.5
2024-12-02,HM16,37.8
2024-12-02,HM16,32.6
2024-12-02,HM16,37.8
2024-12-02,HM20,41.2
2024-12-02,HM25,37.3
2024-12-02,HM25,38.3
2024-12-02,HM25,38.6
2024-12-02,HM25,37.1
2024-12-02,HM25,37.2
2024-12-02,HM30,41.9
2024-12-02,HM30,36.7
2024-12-02,HM36,33.4
2024-12-02,HM36,31.1
2024-12-02,HM43,39.4
2024-12-02,HM43,39.5
2024-12-02,HM43,38.7
2024-12-02,HM43,39.5
2024-12-02,HM43,37.1
2024-12-02,HM43,33.8
2024-12-02,HM43,31.6
2024-12-02,HM47,27.7
2024-12-02,HM47,31.5
2024-12-02,HM47,32.0
2024-12-02,HM47,35.0
2024-12-02,HM50,40.5
2024-12-02,HM50,42.7
2024-12-02,HM56,35.7
2024-12-02,HM56,35.0
2024-12-02,HM56,36.9
2024-12-02,HM56,35.0
2024-12-02,HM56,39.2
2024-12-02,HM56,37.0
2024-12-03,HM01,39.3
2024-12-03,HM12,33.2
2024-12-03,HM12,32.8
2024-12-03,HM12,30.2
2024-12-03,HM12,32.4
2024-12-03,HM12,29.6
2024-12-03,HM13,34.3
2024-12-03,HM13,31.1
2024-12-03,HM13,37.3
2024-12-03,HM13,35.0
2024-12-03,HM13,33.0
2024-12-03,HM14,34.1
2024-12-03,HM14,32.7
2024-12-03,HM14,32.3
2024-12-03,HM14,32.0
2024-12-03,HM14,33.8
2024-12-03,HM14,30.7
2024-12-03,HM14,33.2
2024-12-03,HM14,36.5
2024-12-03,HM16,35.2
2024-12-03,HM16,37.1
2024-12-03,HM20,30.9
2024-12-03,HM20,31.3
2024-12-03,HM25,23.3
2024-12-03,HM25,26.1
2024-12-03,HM30,31.1
2024-12-03,HM30,33.9
2024-12-03,HM30,29.8
2024-12-03,HM30,29.4
2024-12-03,HM30,33.9
2024-12-03,HM36,35.2
2024-12-03,HM36,32.0
2024-12-03,HM47,33.3
2024-12-03,HM47,34.7
2024-12-03,HM47,34.7
2024-12-03,HM47,32.2
2024-12-03,HM47,31.7
2024-12-03,HM50,32.3
2024-12-03,HM56,33.8
2024-12-03,HM56,33.2
2024-12-03,HM56,34.6
2024-12-03,HM56,33.9
2024-12-03,HM56,33.7
2024-12-03,HM56,32.9
2024-12-03,HM56,35.2
2024-12-03,HM56,31.7
2024-12-03,HM56,37.9
2024-12-03,HM56,33.2
2024-12-04,HM01,28.7
2024-12-04,HM01,22.7
2024-12-04,HM12,31.9
2024-12-04,HM12,30.8
2024-12-04,HM13,28.7
2024-12-04,HM13,31.6
2024-12-04,HM13,29.8
2024-12-04,HM13,28.4
2024-12-04,HM14,39.2
2024-12-04,HM14,36.0
2024-12-04,HM14,35.4
2024-12-04,HM14,40.7
2024-12-04,HM14,33.7
2024-12-04,HM16,9.5
2024-12-04,HM20,35.3
2024-12-04,HM20,33.5
2024-12-04,HM20,36.1
2024-12-04,HM20,33.9
2024-12-04,HM20,34.8
2024-12-04,HM20,31.7
2024-12-04,HM25,35.4
2024-12-04,HM25,32.8
2024-12-04,HM30,44.0
2024-12-04,HM36,36.4
2024-12-04,HM36,37.1
2024-12-04,HM36,37.5
2024-12-04,HM36,31.1
2024-12-04,HM36,33.7
2024-12-04,HM43,40.0
2024-12-04,HM43,43.1
2024-12-04,HM43,42.4
2024-12-04,HM47,28.7
2024-12-04,HM47,28.0
2024-12-04,HM50,24.8
2024-12-04,HM50,25.4
2024-12-04,HM56,34.4
2024-12-04,HM56,36.5
2024-12-04,HM56,38.1
2024-12-05,HM01,13.7
2024-12-05,HM12,33.0
2024-12-05,HM12,38.6
2024-12-05,HM12,32.3
2024-12-05,HM12,33.7
2024-12-05,HM12,39.1
2024-12-05,HM12,39.1
2024-12-05,HM12,34.0
2024-12-05,HM12,38.1
2024-12-05,HM12,35.3
2024-12-05,HM12,38.1
2024-12-05,HM12,36.4
2024-12-05,HM13,29.0
2024-12-05,HM13,28.6
2024-12-05,HM14,32.3
2024-12-05,HM14,30.0
2024-12-05,HM14,32.2
2024-12-05,HM14,35.6
2024-12-05,HM16,30.5
2024-12-05,HM16,28.6
2024-12-05,HM16,30.7
2024-12-05,HM20,35.8
2024-12-05,HM20,33.9
2024-12-05,HM20,37.6
2024-12-05,HM20,35.1
2024-12-05,HM20,29.2
2024-12-05,HM20,36.4
2024-12-05,HM25,35.5
2024-12-05,HM25,35.3
2024-12-05,HM25,34.5
2024-12-05,HM25,36.9
2024-12-05,HM25,36.5
