date,line,hours_planned,hours_down,chg_hours,sanitation_hours,break_hours,effective_hours,cfr_avg_uh,cfr_p10_uh,cfr_p90_uh,cfr_avg_gph,cfr_p10_gph,cfr_p90_gph,n_batches,run_hours_sum,good_units_sum,good_gallons_sum,capacity_units,capacity_gallons
2024-11-26,HM01,24.0,1.166,2.6683333333333334,0.409,1.5,18.256666666666668,4.3946767305591425,4.303810719099482,15.582786607732016,21.408508585416403,18.985552978703467,21.85286071996341,3,9.8695,74.33,205.568,80.23214817757476,390.84800507441884
2024-11-27,HM01,24.0,1.15,0.3416666666666667,0.322,1.5,20.686333333333337,15.321138908668823,13.649301891120956,16.992975926216694,15.321865761416367,13.649620616962132,16.994110905870606,2,6.2316,89.21000000000001,89.213,316.93818651102623,316.9532224292462
2024-11-28,HM01,24.0,4.643,2.1983333333333333,0.831,1.5,14.827666666666666,18.407170114624726,14.351384513150062,25.029311974605157,10.162377070340986,5.643200953155604,15.340719717880008,4,9.3888,176.60000000000002,106.462,272.9353827362839,150.68433973999268
2024-11-29,HM01,24.0,0.775,0.7883333333333333,0.313,1.5,20.62366666666667,14.841999299719888,14.016605469359822,19.580836718347907,14.839723389355742,14.016342864317805,19.579733777171437,4,7.8165,128.54000000000002,128.535,306.0964462243231,306.0495086076097
2024-11-30,HM01,24.0,1.019,4.288333333333333,0.661,1.0,17.031666666666666,20.598851100604954,15.977165056830597,21.35203350579674,5.385082276773672,5.1967866754757255,12.934197491219829,3,11.1259,208.96,93.834,350.83276566180336,91.71692631058359
2024-12-01,HM01,24.0,0.316,1.2633333333333332,0.366,1.0,21.05466666666667,10.189121281618569,3.8257456141649633,16.78697333529401,17.807382691746763,16.516123252004487,19.81506997113017,4,9.2106,83.47,169.49200000000002,214.52855221071846,374.92850678049757
2024-12-02,HM01,24.0,0.419,0.6366666666666667,0.76,1.5,20.68433333333333,21.422606847339257,9.20193296108265,22.43766204381971,15.5090104331331,5.4814888626957945,23.828667508861685,5,8.6362,127.18,155.089,443.11234089931423,320.79354146906934
2024-12-03,HM01,24.0,0.88,0.6549999999999999,0.366,1.5,20.599,21.491903371383064,20.08171714220966,23.88679530842296,5.372975842845766,5.021181589483203,5.972025482158004,3,6.6205,151.41,37.855,442.71171754711975,110.67792938677994
2024-12-04,HM01,24.0,0.417,0.8566666666666667,0.292,1.5,20.93433333333333,20.751817676255584,15.328429258171983,25.3803380506605,6.130104096041688,5.025966006946802,11.586836114543908,4,7.0651,142.7,46.404,434.4254685072931,128.3296425145687
2024-12-05,HM01,24.0,1.133,0.22833333333333333,0.531,1.5,20.60766666666667,21.620418897085045,16.45340359618799,22.236819663634694,5.548338909398888,5.3592018134753445,11.779761911000234,4,11.29,231.26,82.301,445.54638582482966,114.33831879858917
2024-12-06,HM01,24.0,0.749,1.6416666666666666,0.453,1.5,19.656333333333336,18.8465750091252,7.0117193473154,21.40361761394924,5.510719566288812,4.871458915082802,17.310345429404126,3,4.9422999999999995,73.55000000000001,50.632000000000005,370.4545605710347,108.320540701495
2024-12-07,HM01,24.0,1.009,1.2266666666666666,0.419,1.0,20.345333333333333,20.393985990115127,20.097672542104817,20.690299438125432,5.098661151985789,5.025080244553665,5.172242059417913,2,3.4589,70.88,17.72,414.9224429642223,103.7339606908682
2024-12-08,HM01,24.0,0.591,0.5633333333333332,1.044,1.0,20.801666666666666,19.285109675358207,17.120133354542453,21.45008599617396,11.038676264593123,6.606001268194205,15.471351260992044,2,4.6242,84.53,60.562000000000005,401.1624230969096,229.62286409731126
2024-12-09,HM01,24.0,0.424,0.64,0.732,1.5,20.704,16.603939586490053,8.305966464733213,21.41175662688069,16.605405933818858,9.087772483068193,21.13554604594962,5,12.5062,185.08,197.009,343.7679651986901,343.79832445378565
2024-12-10,HM01,24.0,0.819,2.69,0.501,1.5,18.49,20.443325912302782,18.490506439909996,27.982090692299057,5.111315458329301,4.622501459488404,6.995722400114476,5,10.0119,231.11,57.78,377.9970961184784,94.50822282450876
2024-12-11,HM01,24.0,1.198,5.738333333333333,0.328,1.5,15.235666666666667,17.263743051266214,7.59116934412539,21.08807984053715,17.260654725138973,7.861216118529372,24.14623950130038,3,9.5773,122.6,169.278,263.02463454807497,262.97758184064236
2024-12-12,HM01,24.0,0.848,0.625,0.805,1.5,20.222,18.99315561959654,15.163846586998618,20.836777948858806,5.324190388383082,4.863829432143475,12.430644863100522,3,6.8018,132.71,47.593,384.07959293948124,107.66577803388269
2024-12-13,HM01,24.0,2.583,0.0,0.375,1.5,19.542,16.45815471975407,8.171710154962387,20.803069719610253,11.047269858291974,4.5838094888187095,21.146561647756386,4,8.7304,124.36,114.816,321.6252595334341,215.88574757074178
2024-12-14,HM01,24.0,1.527,0.9150000000000001,0.745,1.0,19.813,15.528103767757877,13.084338318935266,18.976839421069077,11.963649990631442,4.725829140526833,15.223413094183725,5,11.9228,193.38,119.373,307.6583199505868,237.03579726438073
2024-12-15,HM01,24.0,0.518,1.3150000000000002,0.36,1.0,20.807,17.774446110278195,17.242607160839054,18.44042258786178,4.443492539444564,4.310627992584767,15.772673179101773,3,7.545599999999999,134.97,62.388,369.83290021655836,92.45574926822303
2024-12-16,HM01,24.0,0.509,2.935,1.288,1.5,17.768,15.696658231810712,13.54463371110851,19.14554765257815,15.696136488143376,13.544019548457122,19.146399612493298,3,11.8871,188.35,188.349,278.8982234628127,278.8889531213315
2024-12-17,HM01,24.0,1.36,0.89,0.342,1.5,19.908,4.992976631336994,4.265002278619812,12.707405353229433,20.412046748576564,15.792385302495315,24.06214799526931,3,6.4287,57.35000000000001,126.093,99.40017877665689,406.3630266706623
2024-12-18,HM01,24.0,0.811,1.5650000000000002,0.52,1.5,19.604,18.234677841801993,15.8740332069469,18.74960497287785,15.284876905041031,6.703701415581282,18.15913143850307,3,8.3619,144.67000000000002,92.456,357.47262441068625,299.64472684642436
2024-12-19,HM01,24.0,0.951,0.715,0.609,1.5,20.225,24.10683711905034,16.93770075120682,24.743303411319825,6.225739589221782,6.066058772769593,13.361766201340057,3,11.082,219.79,118.729,487.56078073279315,125.91558319201056
2024-12-20,HM01,24.0,0.74,1.0883333333333334,0.534,1.5,20.137666666666668,20.38577139688932,20.03672703692926,26.81369616886093,5.0964428492223295,5.009181759232315,6.703424042215232,3,6.5708,144.46,36.115,410.5218691334249,102.6304672833562
2024-12-21,HM01,24.0,0.697,3.2550000000000003,0.12,1.0,18.928,22.504239084357778,15.770094591736306,23.6726330358135,5.990687537150782,5.698773370083824,12.467384282294908,3,4.8672,104.39,36.251,425.960237388724,113.39173370319
2024-12-22,HM01,24.0,0.413,3.328333333333333,0.531,1.0,18.727666666666668,8.526396628452883,4.143218636677939,15.895714751445157,16.4027098690048,6.819187614967976,21.47007490985388,4,9.0858,86.59,139.464,159.67951392545612,307.18448285676556
2024-12-23,HM01,24.0,1.289,1.8533333333333333,0.939,1.5,18.418666666666667,17.453120156456098,15.085779030264735,19.820461282647457,9.798870608535664,6.042812096390676,13.55492912068065,2,3.3308999999999997,56.459999999999994,35.296,321.46320245504603,180.48213144841554
2024-12-24,HM01,24.0,0.494,0.49166666666666664,0.605,1.5,20.909333333333333,22.21345549371027,20.259977842214685,24.333530010475226,6.070625886389457,5.3561477109604,16.0179221812773,4,6.5239,144.76999999999998,51.601,464.4685454031526,126.93274020047927
2024-12-25,HM01,24.0,3.67,1.0800000000000003,0.407,1.5,17.342999999999996,20.81296493092455,18.014007347391004,21.59890779044958,5.202444208289054,4.503342431959334,5.399567542723979,3,6.3277,121.65,30.411,360.9592507970244,90.22598990435705
2024-12-26,HM01,24.0,0.802,3.0116666666666663,0.459,1.5,18.227333333333334,16.377231029648403,8.185037991214532,20.53129352093737,16.377126348894908,7.876524840935128,25.78135881618328,4,5.5481,81.96,97.04,298.51324905441135,298.5113410034238
2024-12-27,HM01,24.0,1.535,1.15,0.311,1.5,19.504,16.03247536269199,7.408353819851691,24.65659690553229,16.479123496388816,8.658214380201048,24.300032612576587,2,9.1953,175.32999999999998,126.223,312.6973994739446,321.4088246735675
2024-12-28,HM01,24.0,0.864,1.0716666666666665,0.807,1.0,20.257333333333335,22.38964182210502,17.07416208970851,23.90614449175651,5.914015235847886,5.533493912700343,12.371742073162611,4,12.1866,267.39,89.899,453.5544376043221,119.80217797098258
2024-12-29,HM01,24.0,1.257,2.3800000000000003,0.924,1.0,18.439,16.59780121307714,14.510272030991969,18.68533039516231,9.395851232235598,5.720764951053959,13.070937513417238,2,5.6605,92.9,55.037,306.0468565679294,173.2501008711922
2024-12-30,HM01,24.0,0.832,2.49,0.412,1.5,18.766,14.497225132921953,4.347679280424271,18.789392291006436,15.4029367556943,8.955653784220921,22.44855232862733,5,14.9511,197.48,229.354,272.05492684441333,289.0515111573592
2024-12-31,HM01,24.0,0.536,0.0,0.727,1.5,21.237,20.663774563646264,19.944519618611604,21.38302950868092,12.576402719735128,6.827974722512851,18.324830716957404,2,4.6315,97.27,45.734,438.83658040815567,267.0850645590149
2025-01-01,HM01,24.0,0.455,1.228333333333333,0.402,1.5,20.41466666666667,17.531305903398923,14.885479605801072,18.98612493543835,14.22455616569814,6.715077532478438,16.86933372672289,3,6.4435,110.39,81.417,357.8957662492546,290.38957260400565
2025-01-02,HM01,24.0,0.768,1.0166666666666666,0.433,1.5,20.282333333333334,18.653106102253982,6.901656354078698,19.828950392718895,19.8288361717644,18.88759241302248,20.063481849294305,3,8.5726,129.49,166.468,378.3285156679494,402.17506484778283
2025-01-03,HM01,24.0,0.283,2.316666666666667,0.307,1.5,19.593333333333334,15.293012326504211,7.651527678005573,22.6238437090163,15.292596438464024,9.034682481007811,20.20969918805574,4,8.3414,139.67,113.421,299.6410881839725,299.6329395509718
2025-01-04,HM01,24.0,1.339,2.15,0.416,1.0,19.095000000000002,12.379353755770037,10.618478980613864,19.885048571421695,10.178796407988203,6.387958134370107,11.94203988028277,3,9.3443,146.72,78.439,236.3837599664289,194.36411741053476
2025-01-05,HM01,24.0,2.058,0.875,0.815,1.0,19.252,13.480967927077211,3.910904472594413,23.39880810542947,12.21182965773716,5.728090174930167,21.003076058456127,4,6.4449000000000005,72.69,93.449,259.53559453209044,235.1021445707558
2025-01-06,HM01,24.0,0.965,3.6016666666666666,0.476,1.5,17.457333333333334,16.32788972489623,8.113495817082919,20.156805529570853,9.639217999542808,4.814771769171524,23.68165562874786,4,14.4022,217.34,172.786,285.04141355742183,168.27504169068533
2025-01-07,HM01,24.0,1.114,0.43833333333333335,0.627,1.5,20.320666666666668,17.535094626517147,4.891903672051235,24.787617193420324,17.53618072714437,6.029414326795857,25.097642242142093,5,8.7896,148.89,134.877,356.3248128739128,356.346883162725
2025-01-08,HM01,24.0,0.294,0.4666666666666667,0.241,1.5,21.498333333333335,10.8086898846289,5.194983198706599,18.558127761149663,20.94338533216041,8.298695085451874,26.4241776484912,4,6.7645,84.48,114.53,232.3688180363803,450.2478789992286
2025-01-09,HM01,24.0,1.218,1.4083333333333334,0.515,1.5,19.358666666666664,20.38885363180061,15.07968521263964,23.623778920358575,6.107850736352563,5.2991100999619105,12.222025977337063,3,7.4666,144.98000000000002,58.867,394.70102117348404,118.2398464548038
2025-01-10,HM01,24.0,0.448,0.5433333333333333,0.442,1.5,21.066666666666666,17.286944462878182,17.27489203697455,17.29899688878182,4.321746350335559,4.318887347723622,4.324605352947497,2,5.2059999999999995,90.0,22.5,364.1782966846337,91.04478978040244
2025-01-11,HM01,24.0,0.799,1.3933333333333333,0.253,1.0,20.554666666666666,15.506699234896676,12.293776247558649,20.894608866785617,13.003196930780618,7.373058979274485,15.79580446077024,4,7.5864,119.64,102.923,318.7350338735562,267.2763785132187
2025-01-12,HM01,24.0,0.24,0.405,0.434,1.0,21.921,11.854202608773967,5.493117989084402,18.215287228463534,12.235833672109328,6.408889222460143,18.062778121758512,2,4.237299999999999,47.779999999999994,54.091,259.8559753869341,268.22170992630856
2025-01-13,HM01,24.0,1.593,1.8433333333333333,1.121,1.5,17.942666666666668,18.341780545223266,14.156644187357204,22.52691690308932,9.501379479151156,6.615127276433157,12.387631681869156,2,2.7522,55.9,22.412,329.1004543960927,170.48008486791616
2025-01-14,HM01,24.0,1.061,2.6816666666666666,0.446,1.5,18.311333333333334,18.00090773063883,15.7701090669593,20.6871850152259,10.470985547877127,5.084719932830233,15.856127462178009,4,10.1883,190.19,95.14,329.6206217583045,191.73770669569404
2025-01-15,HM01,24.0,0.231,5.755,0.187,1.5,16.326999999999998,20.088077398871967,15.13562276924831,24.70498364326035,5.872791516766242,4.985173461038974,11.21030841984134,4,9.5947,188.6,74.206,327.97803969138255,95.88506709424242
2025-01-16,HM01,24.0,0.825,0.495,0.3,1.5,20.88,16.499626318958363,7.089917979654283,25.90933465826244,15.374299455054691,8.727361476654337,22.02123743345505,2,6.2497,92.66,103.472,344.5121975398506,321.0153726215419
2025-01-17,HM01,24.0,1.497,0.8266666666666667,0.932,1.5,19.244333333333334,15.700696283220555,6.736489977446396,19.746810722926806,15.702657644405216,7.291719433848645,21.116156572407753,3,6.578,79.53,105.201,302.1494328397241,302.1871779281488
2025-01-18,HM01,24.0,0.798,1.7866666666666664,0.456,1.0,19.959333333333333,16.094271901599544,16.088794435549925,16.099749367649164,16.093962859013473,16.08873262703271,16.09919309099424,2,4.5873,73.82000000000001,73.819,321.23093764132585,321.22476935733624
2025-01-19,HM01,24.0,1.052,0.87,0.529,1.0,20.549,4.63243416598368,4.274412620146912,15.579873812947412,20.936001667708982,7.850810913318856,22.718077288963528,3,6.241199999999999,48.8,112.119,95.19188967679864,430.2138982697519
2025-01-20,HM01,24.0,0.992,2.6233333333333335,0.583,1.5,18.301666666666666,25.316589278176444,20.166513245891966,26.712954752055214,6.329147319544111,5.042466446622285,6.678187726107828,3,10.6987,278.40999999999997,69.603,463.33577810609256,115.83394452652314
2025-01-21,HM01,24.0,1.427,3.1383333333333336,0.974,1.5,16.960666666666665,16.031519597853407,8.124299294837673,20.400009382976673,16.032878201209158,8.864565073083172,19.876172246116404,5,10.2573,142.73,154.488,271.90526005932566,271.9283028779748
2025-01-22,HM01,24.0,1.073,1.4216666666666666,0.443,1.5,19.56233333333333,17.946761614106478,16.37628559572546,22.77080259175062,16.102867999638107,5.675267074325547,17.47954459990445,5,9.4869,185.9,109.541,351.08053294902226,315.00967143158715
2025-01-23,HM01,24.0,0.51,1.62,0.451,1.5,19.918999999999997,19.43962310934788,8.34676084991393,20.548146684511128,5.206319394575485,4.9294089046748,23.344865095674983,3,9.2885,157.32,93.315,387.2178527151004,103.70467602054907
2025-01-24,HM01,24.0,0.612,6.3149999999999995,0.368,1.5,15.205000000000002,16.823070434415857,9.260370652095531,23.812813048496057,16.332488933241216,5.783152582103844,20.369216445865924,5,11.0034,190.17,151.37,255.79478595529315,248.33549422993272
2025-01-25,HM01,24.0,0.628,1.9550000000000003,1.098,1.0,19.319,14.78248217947466,13.756223025095204,15.808741333854114,14.78458011912899,13.75869319402402,15.81046704423396,2,3.6204,55.16,55.167,285.58277322527096,285.6233033214529
2025-01-26,HM01,24.0,1.144,2.6300000000000003,0.377,1.0,18.849000000000004,14.108541063961376,12.43198200214392,15.785100125778827,14.10797987490215,12.432583221925938,15.783376527878362,2,5.3498,72.59,72.589,265.931890514608,265.9213126620307
2025-01-27,HM01,24.0,0.685,3.0450000000000004,0.328,1.5,18.442,11.619844188805056,6.63732907785208,16.60235929975803,22.407204258935977,18.76078511408228,26.05362340378968,2,3.6101,40.36,82.055,214.29316652994285,413.2336609432973
2025-01-28,HM01,24.0,0.785,2.0516666666666667,1.022,1.5,18.641333333333336,21.12243368799641,7.80429574169205,21.27685425092634,5.329256820319849,5.290038386392758,18.970571691485524,3,5.7773,91.77,61.905,393.75032718917043,99.34445280652243
2025-01-29,HM01,24.0,3.66,2.171666666666667,0.511,1.5,16.157333333333334,17.83458875447006,7.513168292723229,27.046880664255504,17.831545309290117,9.435887716437191,23.287852191463575,3,3.4385,57.62,58.994,288.15939536889096,288.1102214106369
2025-01-30,HM01,24.0,2.109,0.7816666666666666,0.241,1.5,19.368333333333332,13.566885001241891,6.012041896611882,21.121728105871902,13.182328914223913,7.238703220641767,19.125954607806054,2,8.056799999999999,134.18,86.638,262.76795099905337,255.3197405203268
2025-01-31,HM01,24.0,1.183,1.2833333333333334,0.203,1.5,19.830666666666666,9.75696197958268,5.024067994779711,14.489855964385647,17.43351496856991,16.024744320608132,18.842285616531687,2,5.0207999999999995,64.12,83.026,193.48706069644427,345.71822417005365
2025-02-01,HM01,24.0,0.683,7.266666666666667,0.33,1.0,14.720333333333334,22.46073515395135,8.403236096729447,22.706449275641,5.691738023605647,5.6304946355114,20.68908077891588,3,7.7993,119.16,104.678,330.6295083778819,83.784280953483
2025-02-02,HM01,24.0,0.329,3.15,0.382,1.0,19.139,16.3480085276302,9.075493850566598,23.836566068482178,14.90853336153114,5.7993017794877,22.095255719088296,5,13.1543,225.25,179.80100000000002,312.88453521031437,285.3344200063445
2025-02-03,HM01,24.0,0.895,2.235,0.658,1.5,18.712,12.903322135249208,6.265681703815839,19.540962566682577,14.163777066768056,7.072829948261796,21.25472418527432,2,7.1764,88.27000000000001,106.27,241.4469637947832,265.03259647336387
2025-02-04,HM01,24.0,0.945,0.7316666666666667,0.459,1.5,20.364333333333335,20.71049848551801,17.097707020770134,21.76191872709909,10.553505058754242,5.292203363702251,19.156597721962527,4,7.9835,154.39,81.34200000000001,421.7554946585839,214.91509485149098
2025-02-05,HM01,24.0,5.019,4.194999999999999,0.67,1.5,12.616000000000001,19.450617098517775,16.07340322317969,21.567319311810813,10.260164776601169,5.212152450793323,17.51083593945672,4,8.9439,165.21,108.392,245.38898531490028,129.44223882160037
2025-02-06,HM01,24.0,1.098,1.7833333333333334,0.737,1.5,18.881666666666668,18.593612793383915,15.520062866745018,23.59216347549116,10.493588130265074,5.339388120526154,16.656603962718147,4,10.9705,198.47,121.728,351.07839889374395,198.13643321295504
2025-02-07,HM01,24.0,0.986,0.7833333333333333,0.519,1.5,20.211666666666666,17.1635545031249,8.088002850694874,23.217031617287613,11.257814723666176,5.081080789884242,21.038323787369173,4,10.4397,191.89,119.531,346.9040424323261,227.53919858983284
2025-02-08,HM01,24.0,0.817,2.3800000000000003,0.628,1.0,19.175,18.53914704010185,16.188293588451796,19.01813385766908,18.537555697008276,6.828001523567113,19.019572029331396,3,4.7603,82.79,57.787,355.488144493953,355.4576304901337
2025-02-09,HM01,24.0,0.415,0.4633333333333333,0.728,1.0,21.393666666666665,15.216799956476796,7.2454857213349,21.065986651403573,5.632562715199214,4.170090150351741,22.1420746281416,3,6.6278,88.25,90.861,325.5431460022124,120.5011692080669
2025-02-10,HM01,24.0,1.247,2.578333333333333,0.43,1.5,18.244666666666667,9.881924834899532,5.76250555856125,14.001344111237817,19.346483482178545,15.893067310014672,22.799899654342425,2,3.5714,44.629999999999995,61.266000000000005,180.292424637797,352.97014230452015
2025-02-11,HM01,24.0,0.704,1.2966666666666669,0.518,1.5,19.981333333333332,9.909801891975045,5.968221141581382,13.851382642368703,19.881274974094225,15.847086371051818,23.91546357713663,2,3.8285,35.86,78.244,198.01105487085067,397.2543823490347
2025-02-12,HM01,24.0,0.612,2.933333333333333,0.555,1.5,18.39966666666667,15.825506080345445,4.349712356160523,18.66905554740608,15.8253215478585,4.589936312520044,22.16913497090787,5,15.4817,227.97,182.666,291.1840367096628,291.18064137341383
2025-02-13,HM01,24.0,1.447,0.51,0.333,1.5,20.21,15.711155742194634,4.694295360810177,17.848295054820195,16.494744218640506,9.098147574232629,23.97067578394162,5,7.2856,95.43,109.56,317.5224575497536,333.35878065872464
2025-02-14,HM01,24.0,0.612,3.426666666666667,0.463,1.5,17.998333333333335,22.945751894694855,7.820269061505696,23.042696832485426,5.766733266733267,5.742895915412869,17.302125756129165,3,4.4136,74.88,45.736,412.9852911846829,103.79158757908759
2025-02-15,HM01,24.0,2.12,1.2183333333333333,0.621,1.0,19.040666666666667,15.629742033383916,8.665521457023015,20.3216040631833,5.11329617012491,4.357349927491824,19.656683161345622,5,10.531,170.14999999999998,102.79,297.600708143652,97.3605679432917
2025-02-16,HM01,24.0,0.479,0.0,0.611,1.0,21.91,19.433642436932896,18.678337903892945,21.617144539988324,5.53905452896497,4.994539393179573,15.899786723325288,3,5.0713,98.9,55.002,425.79110579319973,121.36068472962249
2025-02-17,HM01,24.0,0.682,1.5866666666666667,0.484,1.5,19.747333333333337,20.571119231289753,18.866267442988196,20.87700235215572,5.2386413280908695,5.161952111876125,15.799226903220356,3,4.777,95.84,44.262,406.2247485000226,103.44919651958645
2025-02-18,HM01,24.0,0.828,5.526666666666667,0.693,1.5,15.452333333333332,17.07650273224044,9.59624528505882,20.638755969140256,16.623826345635397,4.752169620118153,22.218737110784115,5,10.3631,164.39,149.021,263.87181238615665,256.8769059682067
2025-02-19,HM01,24.0,1.589,1.165,0.623,1.5,19.123,16.121105748135147,6.9940164373829194,16.323771939367646,16.375887552528617,16.17206210901384,22.15350891259147,3,3.7276,54.709999999999994,64.492,308.28390522158844,313.15609766700476
2025-02-20,HM01,24.0,0.241,1.4783333333333333,0.674,1.5,20.10666666666667,15.379986919555266,8.592331701383312,20.054099635266475,15.381033355134075,9.12891081156169,20.708709887306913,5,9.4711,150.92000000000002,138.224,309.2402703291913,309.2613106605625
2025-02-21,HM01,24.0,0.963,0.44666666666666666,0.562,1.5,20.528333333333332,19.6822580726204,16.427524453835186,22.936991691405616,10.776070073972708,6.905094880188321,14.647045267757091,2,6.3122,124.17,68.102,404.0439544674424,221.21475850186974
2025-02-22,HM01,24.0,1.656,1.075,0.285,1.0,19.984,19.565287810566552,15.258861625282734,21.396766185743346,5.5258560447239695,4.968193981301582,15.729884541130184,5,11.7276,218.35,102.387,390.99271160636204,110.42870719776381
2025-02-23,HM01,24.0,0.252,1.1900000000000002,0.355,1.0,21.203,10.703218152098174,5.5411404562545785,15.86529584794177,19.21022248222103,17.566347841261265,20.854097123180797,2,3.38,43.96,62.452,226.94033447893756,407.3143472905325
2025-02-24,HM01,24.0,1.44,0.7483333333333333,0.457,1.5,19.854666666666663,17.655032192477126,15.898698775615536,21.235808241440292,5.806877494626957,4.3908685461318635,16.63150822683185,5,12.8784,239.02,119.324,350.5347791709024,115.29361702998668
2025-02-25,HM01,24.0,0.946,1.915,0.293,1.5,19.346,16.771430545002417,16.287328659230173,22.69962796451085,16.164447125423415,8.069612260645403,16.649481260409683,3,6.0831,108.37,89.637,324.46009532361677,312.7173940884414
2025-02-26,HM01,24.0,0.94,1.2516666666666665,0.388,1.5,19.920333333333332,10.14105208246598,5.565474042744587,14.716630122187372,18.983063242740236,16.48605602666705,21.480070458813422,2,5.6432,60.71,105.225,202.0131378334165,378.14894748313304
2025-02-27,HM01,24.0,0.575,1.1449999999999998,0.412,1.5,20.368000000000002,18.987098279484393,16.12161908108222,23.557356715538894,11.024963495597667,5.582394176516737,16.372968544050863,4,8.1644,156.89,89.911,386.72921775653816,224.5564564783333
2025-02-28,HM01,24.0,5.037,4.085,0.271,1.5,13.107,14.218868962255211,7.20216534115274,21.873000851164697,14.218997932741082,8.323545043115141,20.597248703682737,4,13.033,144.73000000000002,226.612,186.36671548827906,186.36840590443737
2025-03-01,HM01,24.0,0.45,0.6033333333333334,0.246,1.0,21.70066666666667,16.579098287319603,7.660384140731416,21.181372609132065,16.57767766547633,8.638836860996344,20.26679447386179,4,6.9537,104.48,106.356,359.777485567027,359.74665712594674
2025-03-02,HM01,24.0,1.552,3.0816666666666666,0.494,1.0,17.872333333333334,14.710562219450551,6.830635595086073,22.59048884381503,15.215580779946258,7.955085123016718,22.4760764368758,2,4.1080000000000005,82.94,41.766,262.91207150676007,271.9379315594595
2025-03-03,HM01,24.0,1.241,5.923333333333333,0.488,1.5,14.847666666666669,19.354168460981903,18.307304014922625,20.401032907041177,11.605402819168669,6.453435297929465,16.75737034040787,2,8.5321,164.7,101.143,287.36424191917234,172.31315259141002
2025-03-04,HM01,24.0,1.018,0.4716666666666667,0.234,1.5,20.77633333333333,18.388502178376484,9.482586338787506,23.44228204213507,17.299157303370787,5.7497698765167575,20.17840941115122,5,9.3017,163.91,124.477,382.0456507586759,359.41305852059924
2025-03-05,HM01,24.0,0.328,4.285,0.413,1.5,17.474,24.119680179244405,22.87463221578462,25.36472814270419,6.029803695390521,5.718634784062039,6.340972606719004,2,4.3895,105.73,26.432,421.46729145211674,105.36478977325397
