date,line,q10,q50,q90
2026-05-26,HM13,148.1689154747174,168.78306221190266,190.93366122735813
2026-05-27,HM13,141.29161075276937,166.79862239287823,190.89375726411308
2026-05-28,HM13,142.14225380922005,168.19841759823822,195.70173092166286
2026-05-29,HM13,140.85566433819844,168.11317138896356,191.63609884433623
2026-05-30,HM13,142.50137178909932,167.72920884570345,193.24270042126233
2026-05-31,HM13,142.03879630547394,167.8497046988255,191.23182173027075
2026-06-01,HM13,141.20867859710756,166.28682945841956,191.3928263416008
2026-06-02,HM13,141.1413599626066,167.78683595896365,194.70644413381365
2026-06-03,HM13,142.96231829930707,166.847628027437,191.5245908312654
2026-06-04,HM13,143.52530399754983,168.81066166290614,190.1261899085775
2026-06-05,HM13,142.9515478462352,167.70503249813333,190.60009943423813
2026-06-06,HM13,143.99761421264054,166.35117745018636,194.9161241740938
2026-06-07,HM13,145.12357686242441,168.7360676911989,194.62700601528445
2026-06-08,HM13,145.87570124959083,167.73331489938306,194.69876549614202
2026-06-09,HM13,141.4492404154574,167.79426006596287,190.57825513985054
2026-06-10,HM13,141.10222242468754,168.66529326706637,195.26466374056986
2026-06-11,HM13,141.9832395083541,167.15477780339432,192.40358853624159
2026-06-12,HM13,144.78667165856535,167.20502002502,188.38608263981615
2026-06-13,HM13,145.36810904970315,168.78378487215406,195.0279699711616
2026-05-15,HM14,75.82946582428343,100.36356854681581,126.24678231074485
2026-05-16,HM14,76.88056725918229,101.28556832056067,127.71278158889861
2026-05-17,HM14,78.36454738779048,99.81927367579605,126.30265644151044
2026-05-18,HM14,77.66801374607148,100.12736651101318,128.64761641934348
2026-05-19,HM14,74.63305780864486,100.03533386259342,125.31583433672398
2026-05-20,HM14,77.6531596523137,101.77513252144828,128.67501156886453
2026-05-21,HM14,75.89196989808421,99.18062937646391,128.79425351007572
2026-05-22,HM14,79.45453005830043,101.35999104724806,127.3599612535885
2026-05-23,HM14,79.20203853647945,101.26698106255701,125.92354677872521
2026-05-24,HM14,78.36547644810499,100.53968921771695,123.71862637331257
2026-05-25,HM14,77.91974054741613,102.24597556725486,130.89447502114427
2026-05-26,HM14,77.94422973921004,99.92122657338844,126.25726453790627
2026-05-27,HM14,77.96209323610051,100.5616610102499,128.65618576142532
2026-05-28,HM14,76.1260824844773,98.89223237304999,123.7898810668682
2026-05-29,HM14,81.09088826156645,102.57278264402458,131.86158276967592
2026-05-30,HM14,76.26033450965119,101.94015435803568,129.1719120767211
2026-05-31,HM14,78.21377156157907,99.51633551109533,126.79814239816574
2026-06-01,HM14,79.64185973898064,102.35606089006386,131.56423003085817
2026-06-02,HM14,78.5075106945531,101.26193567797795,126.36184559457482
2026-06-03,HM14,76.07704956611634,102.10420875007958,124.78064440526347
2026-06-04,HM14,78.88139147246164,102.43817995992693,126.63778337458207
2026-06-05,HM14,76.25283649117264,101.59125522342707,126.43628604908795
2026-06-06,HM14,76.25121914543604,101.98160885254319,126.20271527404385
2026-06-07,HM14,76.26107878567548,101.61784492519246,129.19484776896525
2026-06-08,HM14,76.98215173022379,101.11647680082615,132.42905046184356
2026-06-09,HM14,78.58054354688964,101.41861716898046,126.89733020978302
2026-06-10,HM14,76.40181322652177,101.10905294950831,131.57090914697068
2026-06-11,HM14,77.96489844967702,100.90060545842977,132.55086669112234
2026-06-12,HM14,78.59360287943878,101.32064670207231,127.40772488730698
2026-06-13,HM14,80.11991072659721,99.73352150090969,124.87293031019642
2026-05-15,HM16,209.75966878874038,232.4134799838855,254.80750009478277
2026-05-16,HM16,204.09629904782759,229.5561588444273,254.96236018162975
2026-05-17,HM16,204.87620527706417,231.5579535851275,253.79294078282527
2026-05-18,HM16,207.85626457073,232.33476449967725,254.4426705232802
2026-05-19,HM16,203.70802694716335,232.12864372460135,252.97027124337183
2026-05-20,HM16,210.87858602736594,233.27028676874588,256.4283717348736
2026-05-21,HM16,205.37794036452573,232.7757440068453,258.3235663523347
2026-05-22,HM16,206.91315504917097,232.4884424104182,257.04330712112835
2026-05-23,HM16,204.62625982930413,232.62483849761352,250.72227902590194
2026-05-24,HM16,209.06446022270484,234.06782654610194,256.45313436186757
2026-05-25,HM16,208.89285823443456,233.61316806087794,253.78987044318384
2026-05-26,HM16,208.9855786888435,232.64031166013822,254.1086331276288
2026-05-27,HM16,205.99614948260324,231.77163442348865,253.93502877910404
2026-05-28,HM16,212.1570634493716,234.11133737811576,257.2667385119343
2026-05-29,HM16,212.62906086895703,232.9033294163719,258.5512191973349
2026-05-30,HM16,206.93683019312908,233.24467900696348,254.1737265784259
2026-05-31,HM16,211.95845518230456,234.59058834871783,258.7285259035298
2026-06-01,HM16,209.47827194504123,232.05701507568185,257.55958443956547
2026-06-02,HM16,206.72916270873404,234.07903958809192,258.212265971512
2026-06-03,HM16,209.21735981887383,234.5419230569854,258.21789420225764
2026-06-04,HM16,211.14121115421682,234.8246423695773,258.27815342018226
2026-06-05,HM16,206.90295136535832,233.5822195422926,251.720603320195
2026-06-06,HM16,212.7638658570733,235.76252219463046,258.44047019112725
2026-06-07,HM16,211.83797634636684,234.02154810532727,252.44071798519596
2026-06-08,HM16,211.17333387127755,234.0971186748719,258.2171791806278
2026-06-09,HM16,213.27416497273134,233.1333913177358,257.1041426524185
2026-06-10,HM16,210.43893200065955,234.01836964478792,259.6922582533133
2026-06-11,HM16,209.99790882394888,234.375765299032,259.38310837113653
2026-06-12,HM16,207.5971064943444,235.6009409905935,259.0721567756603
2026-06-13,HM16,212.57007025766717,235.25398148134087,258.68868869173576
2026-05-15,HM20,304.6878677597771,331.5906811776806,357.63929141199316
2026-05-16,HM20,305.73888618821405,331.90391392677464,361.20794045411844
2026-05-17,HM20,302.19961407921295,330.8806769953014,356.7527848983937
2026-05-18,HM20,308.1032525223451,334.7938019590312,358.2875444159704
2026-05-19,HM20,307.92619795773385,332.802226420525,358.9846568591312
2026-05-20,HM20,308.35962894099123,331.4400547687676,357.65165124429143
2026-05-21,HM20,306.1941832819876,329.1134172042513,357.4890120482587
2026-05-22,HM20,309.2419211052007,333.13642646352105,358.5831809164924
2026-05-23,HM20,305.17983116198303,330.5754355867504,358.2289860376365
2026-05-24,HM20,308.01052196051535,332.1208125402911,360.07743572188826
2026-05-25,HM20,302.98534235941867,330.16152934773925,359.12252154794027
2026-05-26,HM20,307.9515301528744,331.79992119178553,359.14486826473546
2026-05-27,HM20,307.61448223291035,331.2336360812149,355.9873335052221
2026-05-28,HM20,306.22219037582636,332.78823246049143,359.1222259357667
2026-05-29,HM20,306.092439477577,330.6213897182806,356.18423541676145
2026-05-30,HM20,307.1355739091637,331.8871500750579,358.71132597588957
2026-05-31,HM20,304.96358733190704,332.3293092162692,358.07941976386746
2026-06-01,HM20,302.749232960473,331.59952033432165,358.07447709264966
2026-06-02,HM20,306.7308886473778,333.9161787908971,357.9681071519366
2026-06-03,HM20,304.6140024899246,331.406335182663,356.514882245632
2026-06-04,HM20,301.97750466830445,330.87060715837805,358.48287376167787
2026-06-05,HM20,307.2908858169688,331.5180964865783,357.86376929736554
2026-06-06,HM20,305.0468669202796,331.3751212081261,358.4301564934184
2026-06-07,HM20,305.0443560288227,329.01058106296716,357.5842190255211
2026-06-08,HM20,308.1429485938634,332.388007884384,358.85517706585557
2026-06-09,HM20,308.2532537258736,333.9119215019962,358.61381773723696
2026-06-10,HM20,304.7111345632885,330.5457905585851,356.2348923794123
2026-06-11,HM20,304.38179914966213,330.8285525824124,355.00318412258827
2026-06-12,HM20,306.5504797662812,334.4010628828605,357.94080365015753
2026-06-13,HM20,304.55218170653774,330.42567370569645,356.3876402751338
2026-05-15,HM25,281.03497872153815,307.5456974684913,327.2582274780893
2026-05-16,HM25,281.41771368596494,307.20606074901957,328.01802559512095
2026-05-17,HM25,279.57863145111406,304.54286162516513,329.3393164113775
2026-05-18,HM25,280.8243500814448,306.5694862977988,329.68641916652143
2026-05-19,HM25,279.31044873218383,305.50716875943067,330.2998605429427
2026-05-20,HM25,278.9899313131995,305.3201338322972,330.52471242645476
2026-05-21,HM25,277.4296745302418,305.59195301798496,330.3001573782297
2026-05-22,HM25,276.8051585842598,305.90869732750116,328.19376047884117
2026-05-23,HM25,281.1675263991929,307.2189272385127,330.86584200673997
2026-05-24,HM25,276.42956496045286,306.17639398502206,329.6331907556788
2026-05-25,HM25,276.37980315141266,308.50057647241374,330.2635400156093
2026-05-26,HM25,277.32011654774266,305.5623261756112,330.2993343436536
2026-05-27,HM25,276.77157205385225,307.26574425549404,332.8932436305766
2026-05-28,HM25,277.8602354235305,304.5703424752413,329.2766063778083
2026-05-29,HM25,280.73482771603983,304.8486072992095,332.8709917379106
2026-05-30,HM25,281.2079112940316,304.476276339381,330.2502689345345
2026-05-31,HM25,281.5041222546135,307.5577842367379,328.46886344981016
2026-06-01,HM25,283.2448478279688,305.29862026287776,329.51093732161286
2026-06-02,HM25,281.1919108582728,305.40612207653726,326.2832014946802
2026-06-03,HM25,284.6485844551519,307.661398765138,328.9436370139345
2026-06-04,HM25,276.16994099039664,304.5693639256286,327.80399040811784
2026-06-05,HM25,276.359417451291,305.82206242775544,330.41980894988484
2026-06-06,HM25,281.2577984735885,304.65633004828345,329.1987954273993
2026-06-07,HM25,281.7919307730259,307.07593915087455,328.00635364903013
2026-06-08,HM25,277.7562759778974,304.43479573944086,328.183393601693
2026-06-09,HM25,280.85999957351004,307.0431890340923,332.75188902557665
2026-06-10,HM25,278.80452937100165,306.95756920977476,331.8998994335858
2026-06-11,HM25,279.87023144021873,304.1603772137996,330.16324943067565
2026-06-12,HM25,278.9717938685242,307.4026081025679,333.5340264656896
2026-06-13,HM25,275.9604809206216,305.3667378056184,328.41699735483155
2026-05-15,HM30,309.48766407625146,334.6937386741048,358.63686984192526
2026-05-16,HM30,310.74102322500426,336.1920899867605,358.31167476053963
2026-05-17,HM30,309.53973957417656,334.6294072649657,354.24450835202435
2026-05-18,HM30,310.4063743984863,333.50524794831824,358.78091448031086
2026-05-19,HM30,311.50927490170324,334.8815883606451,357.1125561710946
2026-05-20,HM30,311.07308256328173,333.95593916209054,359.738287821556
2026-05-21,HM30,308.49575225428123,333.21537014227965,356.81386904383055
2026-05-22,HM30,310.8093379751756,333.94877785141114,358.90639367466053
2026-05-23,HM30,311.5437222627114,335.12261004865303,358.458456055191
2026-05-24,HM30,308.7054267981091,333.9520545233209,355.7433564475435
2026-05-25,HM30,311.41848199403404,332.54120875065297,356.4760954231028
2026-05-26,HM30,311.54274318477314,334.95772277479085,360.68636653125856
2026-05-27,HM30,308.25728435199585,333.2375109721795,357.547258592716
2026-05-28,HM30,308.19962750882246,333.4192214149691,355.525442940529
2026-05-29,HM30,308.0457798056551,334.4651705142878,358.1269461729724
2026-05-30,HM30,311.04796934584715,332.7008134353765,355.76972172515025
2026-05-31,HM30,307.10517246857813,331.69536158658593,353.1592072059355
2026-06-01,HM30,310.5282894271097,334.27715948784953,360.6626479624325
2026-06-02,HM30,312.155034305922,332.0706765851579,355.1360062513691
2026-06-03,HM30,305.5290782607988,331.5398623868083,355.0668857032178
2026-06-04,HM30,304.9754992079282,333.19550620981045,357.04773405673825
2026-06-05,HM30,310.32574828194345,334.66279426679364,357.9715249392729
2026-06-06,HM30,305.63635120288296,332.1874768633625,356.0945419281824
2026-06-07,HM30,311.91238391416107,333.0688511397216,356.9210789866494
2026-06-08,HM30,307.55858767519874,333.8213346315069,356.0164009671052
2026-06-09,HM30,310.27974267882036,332.18443474320856,357.8150373830104
2026-06-10,HM30,307.296201572854,333.5464479717109,355.83485139559343
2026-06-11,HM30,307.54813826242696,328.719006655006,354.5454314300455
2026-06-12,HM30,310.48861834409814,334.8578843251752,356.7488417947535
2026-06-13,HM30,310.49583044166764,332.4586297031501,355.0665648676825
2026-05-15,HM36,168.69583028237525,193.02166250053236,220.07146780637905
2026-05-16,HM36,166.5696691984532,192.15825804898577,222.08401396304725
2026-05-17,HM36,170.08282715742584,191.99887218471105,219.8851839706249
2026-05-18,HM36,166.2486597296411,192.0856824941764,221.14586075817923
2026-05-19,HM36,170.91778492341575,193.52589605293915,224.27011994200532
2026-05-20,HM36,166.05771478055917,191.5399190940912,221.14466056622302
2026-05-21,HM36,163.4309905215872,190.56447203623304,218.1453714476982
2026-05-22,HM36,165.01305470554163,194.52840445882168,220.05057171921257
2026-05-23,HM36,166.63334930024553,191.6643925662526,218.89329084675515
2026-05-24,HM36,168.81495887630837,193.05530090494887,220.7130271227082
2026-05-25,HM36,171.17224914502407,194.12963161063453,223.76296195020262
2026-05-26,HM36,165.82490934647257,189.64529136475,219.92830335272046
2026-05-27,HM36,166.2765966353839,191.6103563079715,219.90100643419743
2026-05-28,HM36,168.95504975179028,189.57155630553237,219.92058797464495
2026-05-29,HM36,168.88083398676773,192.08813961972868,222.1236459311195
2026-05-30,HM36,166.27531008434846,191.1375565717679,220.7309081524131
2026-05-31,HM36,168.98410906153075,191.97580032839016,222.1279716829608
2026-06-01,HM36,166.81536489042446,190.52227805108777,222.15425854377526
2026-06-02,HM36,168.21447995801645,192.6160822367346,220.29916651303765
2026-06-03,HM36,169.39677553372138,192.02234705832234,221.0783832640748
2026-06-04,HM36,166.8207901866864,192.04836437223307,215.0238522521142
2026-06-05,HM36,168.19709705681248,191.55612311463528,220.783847481565
2026-06-06,HM36,167.7764771815923,192.1675941374306,219.9352055082605
2026-06-07,HM36,166.28965992919345,190.4719393441627,221.27295474236445
2026-06-08,HM36,164.42500971570314,191.53223324735876,220.2603993495112
2026-06-09,HM36,169.5696284352076,195.01713194318626,224.2757292831718
2026-06-10,HM36,167.1162206520591,190.8633648731124,220.7666297226957
2026-06-11,HM36,169.57208892325409,192.07412265575306,220.94997995192298
2026-06-12,HM36,166.68726361544438,194.0761988263725,223.82940406271882
2026-06-13,HM36,166.09503817440233,191.0041240657129,220.09928371566065
2026-05-15,HM43,304.10421393561813,326.2312578636869,349.27757143159715
2026-05-16,HM43,302.287615447608,324.85073294128085,344.14683153626004
2026-05-17,HM43,301.8038435202905,326.05966227098423,344.26055926103635
2026-05-18,HM43,305.1557188737903,328.899656320663,348.2084157951737
2026-05-19,HM43,306.8760694644297,326.8809678455008,348.72530197045995
2026-05-20,HM43,302.17217132748095,327.3608338805873,345.3719658103841
2026-05-21,HM43,302.96972419902704,326.0654960310399,349.1494849492084
2026-05-22,HM43,303.3177994204701,326.67625655684327,350.8795443957591
2026-05-23,HM43,305.2467710500503,327.44979834314836,348.97085078695136
2026-05-24,HM43,300.36016064439855,323.29679427897344,345.3311476170636
2026-05-25,HM43,303.8758130728764,325.8043021272609,349.0491705688554
2026-05-26,HM43,302.3146261464816,326.15596169705304,345.9003878730533
2026-05-27,HM43,302.61081875810584,325.8123021175661,346.69042754667134
2026-05-28,HM43,302.32699088638776,325.3971446913738,345.856433100562
2026-05-29,HM43,305.1389500654858,325.5969624509336,348.153400459776
2026-05-30,HM43,301.46957087740697,325.5325359670335,346.0655942012671
2026-05-31,HM43,301.84599926878934,327.21348529177646,345.40266236147323
2026-06-01,HM43,303.1066473539055,325.52026358704785,345.84451441701316
2026-06-02,HM43,301.91886642094994,326.5398255509063,348.9319406482495
2026-06-03,HM43,301.3715530201377,324.60583213007715,345.7914156109598
2026-06-04,HM43,303.9403649851883,326.6769785675989,348.90989625908105
2026-06-05,HM43,303.68108977340046,327.60525511838284,346.2296854744715
2026-06-06,HM43,303.00887639312305,327.68831430624823,347.0494563615797
2026-06-07,HM43,301.204525061254,325.0640094532418,346.1922780050308
2026-06-08,HM43,306.84664676754926,326.20507820532873,348.897268668071
2026-06-09,HM43,305.0192546017175,325.13411688496944,345.3210080529837
2026-06-10,HM43,306.4164771444829,325.4322643869691,347.4404718143396
2026-06-11,HM43,302.44574025821066,324.49194996750487,343.1738793866774
2026-06-12,HM43,305.0045211581542,327.12778695910663,345.4921779235793
2026-06-13,HM43,302.40500188557263,327.2124894836559,345.42074121539986
2026-05-15,HM47,98.34687150128363,128.83080473913407,155.1042893946042
2026-05-16,HM47,106.10578690237716,129.9180107056851,158.43929826611964
2026-05-17,HM47,97.83034008541388,127.04683184277013,153.75080292825436
2026-05-18,HM47,105.45634706493406,129.047752956566,160.4094914735221
2026-05-19,HM47,100.4520467477032,127.48121280414253,153.92161478654972
2026-05-20,HM47,106.9458667796879,131.39673165569863,158.95379574637585
2026-05-21,HM47,105.75542848666943,130.45664815481314,156.60787121073076
2026-05-22,HM47,98.62847483413748,128.23607028071027,154.39835132518786
2026-05-23,HM47,104.13266371515137,129.41580286885073,156.655428532775
2026-05-24,HM47,106.29612026128092,129.50976377431823,157.43576255820236
2026-05-25,HM47,100.69165983699321,127.09929673349438,155.23818568431585
2026-05-26,HM47,106.23353421387397,130.28153194131676,159.0703687158511
2026-05-27,HM47,101.26979895264333,126.32824733292881,152.8004021607658
2026-05-28,HM47,106.89485341569457,131.9390518746342,160.67241290061696
2026-05-29,HM47,101.28112150230265,128.53861219295803,155.8077705874346
2026-05-30,HM47,106.59553335344104,130.0894390425758,156.97236330109183
2026-05-31,HM47,106.63221792967114,129.40158779075156,156.9952038511329
2026-06-01,HM47,106.08413174457651,131.83009783037537,154.83249603129948
2026-06-02,HM47,105.26904637249743,130.03668765977244,151.83904976021097
2026-06-03,HM47,105.25270421474247,128.68224909525082,157.12494857013064
2026-06-04,HM47,101.17422370167796,129.93538034987813,155.5985582849139
2026-06-05,HM47,107.07985700369174,130.90299798035534,157.18321421253574
2026-06-06,HM47,106.62195077630777,130.09132130018577,154.66768361458867
2026-06-07,HM47,106.74632857193953,128.99946686910076,159.45038106210134
2026-06-08,HM47,101.17335894087611,128.47475182545924,156.08018542949011
2026-06-09,HM47,105.63922743087373,132.84499157584852,157.33271184936507
2026-06-10,HM47,104.48953562600104,130.27742646482866,158.15329348967367
2026-06-11,HM47,106.65385279041796,129.4088392920714,157.32608728593968
2026-06-12,HM47,104.74064162062157,130.80567792348427,155.118017896529
2026-06-13,HM47,106.96343924625876,132.1335142085918,159.61334643480478
2026-05-15,HM50,109.97725593749703,134.38784259143233,163.6474903117326
2026-05-16,HM50,110.11334471792614,134.76445632664496,161.5957806027505
2026-05-17,HM50,112.6772242860217,138.63993233745907,163.80904103881474
2026-05-18,HM50,108.2532577392895,135.72298165906687,163.87991260015087
2026-05-19,HM50,110.94683684010434,135.50854463302994,163.81727970638764
2026-05-20,HM50,111.2130510890739,135.1235498698619,162.27088723485713
2026-05-21,HM50,112.04546921072783,134.89631512342734,162.59408587439984
2026-05-22,HM50,110.35119902022407,134.93341149911237,164.06875767644007
2026-05-23,HM50,111.49858074073364,135.72400458339376,163.96433156378356
2026-05-24,HM50,113.84964059832964,138.4880185865639,163.73262813055283
2026-05-25,HM50,111.53709541547174,135.82395961216574,160.57855214422582
2026-05-26,HM50,110.29853907381117,136.00663170771668,162.75277994123388
2026-05-27,HM50,113.13730700967488,137.34941325746013,164.56766149873684
2026-05-28,HM50,112.2898389015293,135.1342171075812,162.50812131467376
2026-05-29,HM50,111.28842274915074,136.65729528169715,164.67238424473857
2026-05-30,HM50,109.41251501370223,135.65519337999476,162.55089699985672
2026-05-31,HM50,114.06196652648848,136.23766947048182,162.57481332792804
2026-06-01,HM50,110.52030471387592,136.4472589303538,164.96543234256686
2026-06-02,HM50,111.83285820433747,135.56920250371306,164.26599894130592
2026-06-03,HM50,114.07493964534994,136.4863878445891,164.35660938190233
2026-06-04,HM50,111.75753259041723,135.92293962762488,162.1033703855491
2026-06-05,HM50,112.83818231688994,135.33925848387736,163.0181063335307
2026-06-06,HM50,113.13252581555136,139.03667477013244,167.35797044398436
2026-06-07,HM50,111.91470946920793,135.81102748108782,166.75379848732362
2026-06-08,HM50,111.60644883364027,135.21637283500272,161.8466069358371
2026-06-09,HM50,111.86868215153036,139.22088759462213,164.40822205483772
2026-06-10,HM50,114.17863073099848,137.6327788056926,162.51301462868537
2026-06-11,HM50,111.89331791635088,136.87348028727553,162.71681442608167
2026-06-12,HM50,111.49143443947194,136.12938225443412,161.15027932052155
2026-06-13,HM50,112.89737279019059,136.67246826933822,162.5262872009607
2026-05-15,HM56,127.89688905833371,156.61042571496938,187.65488146577286
2026-05-16,HM56,128.67836239539056,156.33229008655903,185.3340356529805
2026-05-17,HM56,127.47706354624302,153.91296575149573,182.72612034544585
2026-05-18,HM56,128.42111201682465,155.10045022028316,182.89197879243554
2026-05-19,HM56,128.05860445486823,157.40091265987374,185.69908840791777
2026-05-20,HM56,132.67135272641872,157.18704695316106,183.47657690233677
2026-05-21,HM56,129.46839864483707,156.8787609033863,183.80607859949347
2026-05-22,HM56,128.47928146405746,157.21607095452714,182.61577541117404
2026-05-23,HM56,129.5457835848083,157.93872645897005,184.0024419778586
2026-05-24,HM56,129.88529146859852,153.5807692819671,180.61916275672357
2026-05-25,HM56,129.39070596137378,157.5499052754604,185.55343078730667
2026-05-26,HM56,130.4994014411557,159.1385091871285,185.65435440398898
2026-05-27,HM56,129.57747767582276,155.67567660921367,185.2365211572292
2026-05-28,HM56,129.0871789679081,155.41632439899652,183.6981295596609
2026-05-29,HM56,130.5236198305395,158.1670154750169,185.35684247757862
2026-05-30,HM56,129.27114255281563,156.26394184000196,186.92776608799028
2026-05-31,HM56,130.6844990734051,155.6854301046112,180.91836003123314
2026-06-01,HM56,133.32800496847017,158.8403351676808,184.38958685259695
2026-06-02,HM56,129.5140104521329,158.8660017858996,182.80946463713747
2026-06-03,HM56,129.6653736339469,157.18784380199676,184.5252753350501
2026-06-04,HM56,130.69812135074812,158.5553348333198,183.94194683080283
2026-06-05,HM56,130.13920356767366,159.0705046279386,184.84743277043603
2026-06-06,HM56,130.95278552416937,156.9095512481167,184.8449097112549
2026-06-07,HM56,129.66778690397217,155.8352846179053,184.90436762961326
2026-06-08,HM56,131.51682978104938,160.16107673848077,185.25265242487188
2026-06-09,HM56,129.77793269773102,156.29005024564634,181.90910657889168
2026-06-10,HM56,130.7513785348205,157.45487588776268,183.22522243104981
2026-06-11,HM56,131.40633962074128,158.63039913830994,182.78976237251456
2026-06-12,HM56,133.87039151162446,160.37587799626522,186.3376795983629
2026-06-13,HM56,131.18531471162447,158.76910610123832,184.31291080149106
