date,line,weekday,month,gal_ord,gal_avail,inv_gal_start,backlog_gal_start,gal_ship_mech,fill_rate_mech,predicted_fill_rate_model
2025-04-29,Q1,1,4,161.51923076923077,43327.771574824874,4808515.581870674,12187.0,161.51923076923077,1.0,1.0
2025-04-30,G2,2,4,135.6153846153846,113236.22644851918,12344856.837976804,11943.0,135.6153846153846,1.0,1.0
2025-04-30,P3,2,4,177.30769230769232,300546.9066616563,33836081.73824327,12620.0,177.30769230769232,1.0,1.0
2025-04-30,Q1,2,4,122.75,43327.771574824874,4851681.83421473,12187.0,122.75,1.0,1.0
2025-05-01,G2,3,5,150.69230769230768,113236.22644851918,12457957.449040707,11943.0,150.69230769230768,1.0,1.0
2025-05-01,P3,3,5,197.69230769230768,300546.9066616563,34136451.33721262,12620.0,197.69230769230768,1.0,1.0
2025-05-01,Q1,3,5,181.69230769230768,43327.771574824874,4894886.855789555,12187.0,181.69230769230768,1.0,1.0
2025-05-02,G2,4,5,151.76923076923077,113236.22644851918,12571042.983181534,11943.0,151.76923076923077,1.0,1.0
2025-05-02,P3,4,5,128.46153846153845,300546.9066616563,34436800.551566586,12620.0,128.46153846153845,1.0,1.0
2025-05-02,Q1,4,5,78.75,43327.771574824874,4938032.935056688,12187.0,78.75,1.0,1.0
2025-05-03,G2,5,5,93.53846153846153,113236.22644851918,12684127.440399284,11943.0,93.53846153846153,1.0,1.0
2025-05-03,P3,5,5,116.15384615384616,300546.9066616563,34737218.99668978,12620.0,116.15384615384616,1.0,1.0
2025-05-03,Q1,5,5,138.15384615384616,43327.771574824874,4981281.956631513,12187.0,138.15384615384616,1.0,1.0
2025-05-04,G2,6,5,103.92307692307692,113236.22644851918,12797270.128386265,11943.0,103.92307692307692,1.0,1.0
2025-05-04,P3,6,5,102.6923076923077,300546.9066616563,35037649.74950529,12620.0,102.6923076923077,1.0,1.0
2025-05-04,Q1,6,5,109.71153846153847,43327.771574824874,5024471.574360184,12187.0,109.71153846153847,1.0,1.0
2025-05-05,G2,0,5,160.92307692307693,113236.22644851918,12910402.43175786,11943.0,160.92307692307693,1.0,1.0
2025-05-05,P3,0,5,122.6923076923077,300546.9066616563,35338093.96385925,12620.0,122.6923076923077,1.0,1.0
2025-05-05,Q1,0,5,214.28846153846155,43327.771574824874,5067689.634396547,12187.0,214.28846153846155,1.0,1.0
2025-05-06,G2,1,5,153.07692307692307,113236.22644851918,13023477.735129455,11943.0,153.07692307692307,1.0,1.0
2025-05-06,P3,1,5,173.84615384615384,300546.9066616563,35638518.17821322,12620.0,173.84615384615384,1.0,1.0
2025-05-06,Q1,1,5,161.51923076923077,43327.771574824874,5110803.1175098345,12187.0,161.51923076923077,1.0,1.0
2025-05-07,G2,2,5,135.6153846153846,113236.22644851918,13136560.884654898,11943.0,135.6153846153846,1.0,1.0
2025-05-07,P3,2,5,177.30769230769232,300546.9066616563,35938891.23872103,12620.0,177.30769230769232,1.0,1.0
2025-05-07,Q1,2,5,122.75,43327.771574824874,5153969.3698538905,12187.0,122.75,1.0,1.0
2025-05-08,G2,3,5,150.69230769230768,113236.22644851918,13249661.495718801,11943.0,150.69230769230768,1.0,1.0
2025-05-08,P3,3,5,197.69230769230768,300546.9066616563,36239260.83769038,12620.0,197.69230769230768,1.0,1.0
2025-05-08,Q1,3,5,181.69230769230768,43327.771574824874,5197174.391428716,12187.0,181.69230769230768,1.0,1.0
2025-05-09,G2,4,5,151.76923076923077,113236.22644851918,13362747.029859629,11943.0,151.76923076923077,1.0,1.0
2025-05-09,P3,4,5,128.46153846153845,300546.9066616563,36539610.05204435,12620.0,128.46153846153845,1.0,1.0
2025-05-09,Q1,4,5,78.75,43327.771574824874,5240320.470695849,12187.0,78.75,1.0,1.0
2025-05-10,G2,5,5,93.53846153846153,113236.22644851918,13475831.487077378,11943.0,93.53846153846153,1.0,1.0
2025-05-10,P3,5,5,116.15384615384616,300546.9066616563,36840028.49716754,12620.0,116.15384615384616,1.0,1.0
2025-05-10,Q1,5,5,138.15384615384616,43327.771574824874,5283569.492270674,12187.0,138.15384615384616,1.0,1.0
2025-05-11,G2,6,5,103.92307692307692,113236.22644851918,13588974.175064359,11943.0,103.92307692307692,1.0,1.0
2025-05-11,P3,6,5,102.6923076923077,300546.9066616563,37140459.24998305,12620.0,102.6923076923077,1.0,1.0
2025-05-11,Q1,6,5,109.71153846153847,43327.771574824874,5326759.109999345,12187.0,109.71153846153847,1.0,1.0
2025-05-12,G2,0,5,160.92307692307693,113236.22644851918,13702106.478435954,11943.0,160.92307692307693,1.0,1.0
2025-05-12,P3,0,5,122.6923076923077,300546.9066616563,37440903.46433701,12620.0,122.6923076923077,1.0,1.0
2025-05-12,Q1,0,5,214.28846153846155,43327.771574824874,5369977.170035708,12187.0,214.28846153846155,1.0,1.0
2025-05-13,G2,1,5,153.07692307692307,113236.22644851918,13815181.78180755,11943.0,153.07692307692307,1.0,1.0
2025-05-13,P3,1,5,173.84615384615384,300546.9066616563,37741327.67869098,12620.0,173.84615384615384,1.0,1.0
2025-05-13,Q1,1,5,161.51923076923077,43327.771574824874,5413090.653148995,12187.0,161.51923076923077,1.0,1.0
2025-05-14,G2,2,5,135.6153846153846,113236.22644851918,13928264.931332992,11943.0,135.6153846153846,1.0,1.0
2025-05-14,P3,2,5,177.30769230769232,300546.9066616563,38041700.73919879,12620.0,177.30769230769232,1.0,1.0
2025-05-14,Q1,2,5,122.75,43327.771574824874,5456256.905493051,12187.0,122.75,1.0,1.0
2025-05-15,G2,3,5,150.69230769230768,113236.22644851918,14041365.542396896,11943.0,150.69230769230768,1.0,1.0
2025-05-15,P3,3,5,197.69230769230768,300546.9066616563,38342070.338168144,12620.0,197.69230769230768,1.0,1.0
2025-05-15,Q1,3,5,181.69230769230768,43327.771574824874,5499461.927067876,12187.0,181.69230769230768,1.0,1.0
2025-05-16,G2,4,5,151.76923076923077,113236.22644851918,14154451.076537723,11943.0,151.76923076923077,1.0,1.0
2025-05-16,P3,4,5,128.46153846153845,300546.9066616563,38642419.55252211,12620.0,128.46153846153845,1.0,1.0
2025-05-16,Q1,4,5,78.75,43327.771574824874,5542608.006335009,12187.0,78.75,1.0,1.0
2025-05-17,G2,5,5,93.53846153846153,113236.22644851918,14267535.533755472,11943.0,93.53846153846153,1.0,1.0
2025-05-17,P3,5,5,116.15384615384616,300546.9066616563,38942837.9976453,12620.0,116.15384615384616,1.0,1.0
2025-05-17,Q1,5,5,138.15384615384616,43327.771574824874,5585857.027909834,12187.0,138.15384615384616,1.0,1.0
2025-05-18,G2,6,5,103.92307692307692,113236.22644851918,14380678.221742453,11943.0,103.92307692307692,1.0,1.0
2025-05-18,P3,6,5,102.6923076923077,300546.9066616563,39243268.75046081,12620.0,102.6923076923077,1.0,1.0
2025-05-18,Q1,6,5,109.71153846153847,43327.771574824874,5629046.645638505,12187.0,109.71153846153847,1.0,1.0
2025-05-19,G2,0,5,160.92307692307693,113236.22644851918,14493810.525114048,11943.0,160.92307692307693,1.0,1.0
2025-05-19,P3,0,5,122.6923076923077,300546.9066616563,39543712.964814775,12620.0,122.6923076923077,1.0,1.0
2025-05-19,Q1,0,5,214.28846153846155,43327.771574824874,5672264.705674868,12187.0,214.28846153846155,1.0,1.0
2025-05-20,G2,1,5,153.07692307692307,113236.22644851918,14606885.828485643,11943.0,153.07692307692307,1.0,1.0
2025-05-20,P3,1,5,173.84615384615384,300546.9066616563,39844137.17916874,12620.0,173.84615384615384,1.0,1.0
2025-05-20,Q1,1,5,161.51923076923077,43327.771574824874,5715378.188788155,12187.0,161.51923076923077,1.0,1.0
2025-05-21,G2,2,5,135.6153846153846,113236.22644851918,14719968.978011087,11943.0,135.6153846153846,1.0,1.0
2025-05-21,P3,2,5,177.30769230769232,300546.9066616563,40144510.23967655,12620.0,177.30769230769232,1.0,1.0
2025-05-21,Q1,2,5,122.75,43327.771574824874,5758544.441132211,12187.0,122.75,1.0,1.0
2025-05-22,G2,3,5,150.69230769230768,113236.22644851918,14833069.58907499,11943.0,150.69230769230768,1.0,1.0
2025-05-22,P3,3,5,197.69230769230768,300546.9066616563,40444879.838645905,12620.0,197.69230769230768,1.0,1.0
2025-05-22,Q1,3,5,181.69230769230768,43327.771574824874,5801749.462707036,12187.0,181.69230769230768,1.0,1.0
2025-05-23,G2,4,5,151.76923076923077,113236.22644851918,14946155.123215817,11943.0,151.76923076923077,1.0,1.0
2025-05-23,P3,4,5,128.46153846153845,300546.9066616563,40745229.05299987,12620.0,128.46153846153845,1.0,1.0
2025-05-23,Q1,4,5,78.75,43327.771574824874,5844895.541974169,12187.0,78.75,1.0,1.0
2025-05-24,G2,5,5,93.53846153846153,113236.22644851918,15059239.580433566,11943.0,93.53846153846153,1.0,1.0
2025-05-24,P3,5,5,116.15384615384616,300546.9066616563,41045647.498123065,12620.0,116.15384615384616,1.0,1.0
2025-05-24,Q1,5,5,138.15384615384616,43327.771574824874,5888144.563548994,12187.0,138.15384615384616,1.0,1.0
2025-05-25,G2,6,5,103.92307692307692,113236.22644851918,15172382.268420547,11943.0,103.92307692307692,1.0,1.0
2025-05-25,P3,6,5,102.6923076923077,300546.9066616563,41346078.25093857,12620.0,102.6923076923077,1.0,1.0
2025-05-25,Q1,6,5,109.71153846153847,43327.771574824874,5931334.181277665,12187.0,109.71153846153847,1.0,1.0
2025-05-26,G2,0,5,160.92307692307693,113236.22644851918,15285514.571792142,11943.0,160.92307692307693,1.0,1.0
2025-05-26,P3,0,5,122.6923076923077,300546.9066616563,41646522.465292536,12620.0,122.6923076923077,1.0,1.0
2025-05-26,Q1,0,5,214.28846153846155,43327.771574824874,5974552.241314028,12187.0,214.28846153846155,1.0,1.0
2025-05-27,G2,1,5,153.07692307692307,113236.22644851918,15398589.875163738,11943.0,153.07692307692307,1.0,1.0
2025-05-27,P3,1,5,173.84615384615384,300546.9066616563,41946946.6796465,12620.0,173.84615384615384,1.0,1.0
2025-05-27,Q1,1,5,161.51923076923077,43327.771574824874,6017665.724427315,12187.0,161.51923076923077,1.0,1.0
2025-05-28,G2,2,5,135.6153846153846,113236.22644851918,15511673.02468918,11943.0,135.6153846153846,1.0,1.0
2025-05-28,P3,2,5,177.30769230769232,300546.9066616563,42247319.74015431,12620.0,177.30769230769232,1.0,1.0
2025-05-28,Q1,2,5,122.75,43327.771574824874,6060831.976771371,12187.0,122.75,1.0,1.0
2025-05-29,G2,3,5,150.69230769230768,113236.22644851918,15624773.635753084,11943.0,150.69230769230768,1.0,1.0
2025-05-29,P3,3,5,197.69230769230768,300546.9066616563,42547689.33912367,12620.0,197.69230769230768,1.0,1.0
2025-05-29,Q1,3,5,181.69230769230768,43327.771574824874,6104036.9983461965,12187.0,181.69230769230768,1.0,1.0
2025-05-30,G2,4,5,151.76923076923077,113236.22644851918,15737859.169893911,11943.0,151.76923076923077,1.0,1.0
2025-05-30,P3,4,5,128.46153846153845,300546.9066616563,42848038.55347763,12620.0,128.46153846153845,1.0,1.0
2025-05-30,Q1,4,5,78.75,43327.771574824874,6147183.0776133295,12187.0,78.75,1.0,1.0
2025-05-31,G2,5,5,93.53846153846153,113236.22644851918,15850943.62711166,11943.0,93.53846153846153,1.0,1.0
2025-05-31,P3,5,5,116.15384615384616,300546.9066616563,43148456.998600826,12620.0,116.15384615384616,1.0,1.0
2025-05-31,Q1,5,5,138.15384615384616,43327.771574824874,6190432.099188155,12187.0,138.15384615384616,1.0,1.0
2025-06-01,G2,6,6,103.92307692307692,113236.22644851918,15964086.315098641,11943.0,103.92307692307692,1.0,1.0
2025-06-01,P3,6,6,102.6923076923077,300546.9066616563,43448887.75141633,12620.0,102.6923076923077,1.0,1.0
2025-06-01,Q1,6,6,109.71153846153847,43327.771574824874,6233621.716916826,12187.0,109.71153846153847,1.0,1.0
2025-06-02,G2,0,6,160.92307692307693,113236.22644851918,16077218.618470237,11943.0,160.92307692307693,1.0,1.0
2025-06-02,P3,0,6,122.6923076923077,300546.9066616563,43749331.9657703,12620.0,122.6923076923077,1.0,1.0
2025-06-02,Q1,0,6,214.28846153846155,43327.771574824874,6276839.776953189,12187.0,214.28846153846155,1.0,1.0
2025-06-03,G2,1,6,153.07692307692307,113236.22644851918,16190293.921841832,11943.0,153.07692307692307,1.0,1.0
2025-06-03,P3,1,6,173.84615384615384,300546.9066616563,44049756.18012426,12620.0,173.84615384615384,1.0,1.0
2025-06-03,Q1,1,6,161.51923076923077,43327.771574824874,6319953.260066476,12187.0,161.51923076923077,1.0,1.0
2025-06-04,G2,2,6,135.6153846153846,113236.22644851918,16303377.071367275,11943.0,135.6153846153846,1.0,1.0
2025-06-04,P3,2,6,177.30769230769232,300546.9066616563,44350129.24063207,12620.0,177.30769230769232,1.0,1.0
2025-06-04,Q1,2,6,122.75,43327.771574824874,6363119.512410532,12187.0,122.75,1.0,1.0
2025-06-05,G2,3,6,150.69230769230768,113236.22644851918,16416477.682431178,11943.0,150.69230769230768,1.0,1.0
2025-06-05,P3,3,6,197.69230769230768,300546.9066616563,44650498.83960143,12620.0,197.69230769230768,1.0,1.0
2025-06-05,Q1,3,6,181.69230769230768,43327.771574824874,6406324.533985357,12187.0,181.69230769230768,1.0,1.0
2025-06-06,G2,4,6,151.76923076923077,113236.22644851918,16529563.216572005,11943.0,151.76923076923077,1.0,1.0
2025-06-06,P3,4,6,128.46153846153845,300546.9066616563,44950848.05395539,12620.0,128.46153846153845,1.0,1.0
2025-06-06,Q1,4,6,78.75,43327.771574824874,6449470.61325249,12187.0,78.75,1.0,1.0
2025-06-07,G2,5,6,93.53846153846153,113236.22644851918,16642647.673789755,11943.0,93.53846153846153,1.0,1.0
2025-06-07,P3,5,6,116.15384615384616,300546.9066616563,45251266.49907859,12620.0,116.15384615384616,1.0,1.0
2025-06-07,Q1,5,6,138.15384615384616,43327.771574824874,6492719.634827315,12187.0,138.15384615384616,1.0,1.0
2025-06-08,G2,6,6,103.92307692307692,113236.22644851918,16755790.361776736,11943.0,103.92307692307692,1.0,1.0
2025-06-08,P3,6,6,102.6923076923077,300546.9066616563,45551697.251894094,12620.0,102.6923076923077,1.0,1.0
2025-06-08,Q1,6,6,109.71153846153847,43327.771574824874,6535909.252555986,12187.0,109.71153846153847,1.0,1.0
2025-06-09,G2,0,6,160.92307692307693,113236.22644851918,16868922.665148333,11943.0,160.92307692307693,1.0,1.0
2025-06-09,P3,0,6,122.6923076923077,300546.9066616563,45852141.46624806,12620.0,122.6923076923077,1.0,1.0
2025-06-09,Q1,0,6,214.28846153846155,43327.771574824874,6579127.312592349,12187.0,214.28846153846155,1.0,1.0
2025-06-10,G2,1,6,153.07692307692307,113236.22644851918,16981997.96851993,11943.0,153.07692307692307,1.0,1.0
2025-06-10,P3,1,6,173.84615384615384,300546.9066616563,46152565.68060202,12620.0,173.84615384615384,1.0,1.0
2025-06-10,Q1,1,6,161.51923076923077,43327.771574824874,6622240.795705636,12187.0,161.51923076923077,1.0,1.0
2025-06-11,G2,2,6,135.6153846153846,113236.22644851918,17095081.118045375,11943.0,135.6153846153846,1.0,1.0
2025-06-11,P3,2,6,177.30769230769232,300546.9066616563,46452938.74110983,12620.0,177.30769230769232,1.0,1.0
2025-06-11,Q1,2,6,122.75,43327.771574824874,6665407.048049692,12187.0,122.75,1.0,1.0
2025-06-12,G2,3,6,150.69230769230768,113236.22644851918,17208181.72910928,11943.0,150.69230769230768,1.0,1.0
2025-06-12,P3,3,6,197.69230769230768,300546.9066616563,46753308.34007919,12620.0,197.69230769230768,1.0,1.0
2025-06-12,Q1,3,6,181.69230769230768,43327.771574824874,6708612.069624517,12187.0,181.69230769230768,1.0,1.0
2025-06-13,G2,4,6,151.76923076923077,113236.22644851918,17321267.26325011,11943.0,151.76923076923077,1.0,1.0
2025-06-13,P3,4,6,128.46153846153845,300546.9066616563,47053657.55443315,12620.0,128.46153846153845,1.0,1.0
2025-06-13,Q1,4,6,78.75,43327.771574824874,6751758.14889165,12187.0,78.75,1.0,1.0
2025-06-14,G2,5,6,93.53846153846153,113236.22644851918,17434351.72046786,11943.0,93.53846153846153,1.0,1.0
2025-06-14,P3,5,6,116.15384615384616,300546.9066616563,47354075.99955635,12620.0,116.15384615384616,1.0,1.0
2025-06-14,Q1,5,6,138.15384615384616,43327.771574824874,6795007.170466475,12187.0,138.15384615384616,1.0,1.0
2025-06-15,G2,6,6,103.92307692307692,113236.22644851918,17547494.408454843,11943.0,103.92307692307692,1.0,1.0
2025-06-15,P3,6,6,102.6923076923077,300546.9066616563,47654506.752371855,12620.0,102.6923076923077,1.0,1.0
2025-06-15,Q1,6,6,109.71153846153847,43327.771574824874,6838196.788195146,12187.0,109.71153846153847,1.0,1.0
2025-06-16,G2,0,6,160.92307692307693,113236.22644851918,17660626.71182644,11943.0,160.92307692307693,1.0,1.0
2025-06-16,P3,0,6,122.6923076923077,300546.9066616563,47954950.96672582,12620.0,122.6923076923077,1.0,1.0
2025-06-16,Q1,0,6,214.28846153846155,43327.771574824874,6881414.848231509,12187.0,214.28846153846155,1.0,1.0
2025-06-17,G2,1,6,153.07692307692307,113236.22644851918,17773702.015198037,11943.0,153.07692307692307,1.0,1.0
2025-06-17,P3,1,6,173.84615384615384,300546.9066616563,48255375.18107978,12620.0,173.84615384615384,1.0,1.0
2025-06-17,Q1,1,6,161.51923076923077,43327.771574824874,6924528.331344796,12187.0,161.51923076923077,1.0,1.0
2025-06-18,G2,2,6,135.6153846153846,113236.22644851918,17886785.164723482,11943.0,135.6153846153846,1.0,1.0
2025-06-18,P3,2,6,177.30769230769232,300546.9066616563,48555748.241587594,12620.0,177.30769230769232,1.0,1.0
2025-06-18,Q1,2,6,122.75,43327.771574824874,6967694.583688852,12187.0,122.75,1.0,1.0
2025-06-19,G2,3,6,150.69230769230768,113236.22644851918,17999885.775787387,11943.0,150.69230769230768,1.0,1.0
2025-06-19,P3,3,6,197.69230769230768,300546.9066616563,48856117.84055695,12620.0,197.69230769230768,1.0,1.0
