date,line,gal_ord,gal_ship,gal_prod,gal_avail,inv_gal_start,backlog_gal_start,fill_rate,weekday,month,gal_ord_1d_lag,gal_prod_1d_lag,gal_avail_1d_lag,gal_ship_1d_lag,inv_gal_start_1d_lag,backlog_gal_start_1d_lag
2025-01-21,G2,246.0,0.0,56938.23199272531,51254.539748017014,2337956.7497322643,1746.0,0.0,1,1,160.0,170575.08352459857,155460.98410988876,0.0,2182495.7656223755,1586.0
2025-01-22,G2,203.0,0.0,119314.44074787307,107486.02395528951,2389211.2894802815,1992.0,0.0,2,1,246.0,56938.23199272531,51254.539748017014,0.0,2337956.7497322643,1746.0
2025-01-23,G2,546.0,0.0,47824.35396070356,44332.31615649264,2496697.3134355713,2195.0,0.0,3,1,203.0,119314.44074787307,107486.02395528951,0.0,2389211.2894802815,1992.0
2025-01-24,G2,122.0,0.0,42827.022781221574,38038.986518198304,2541029.629592064,2741.0,0.0,4,1,546.0,47824.35396070356,44332.31615649264,0.0,2496697.3134355713,2195.0
2025-01-25,G2,80.0,0.0,146876.5387844616,137362.05152087618,2579068.616110262,2863.0,0.0,5,1,122.0,42827.022781221574,38038.986518198304,0.0,2541029.629592064,2741.0
2025-01-26,G2,239.0,0.0,165064.3457899624,148185.47999680787,2716430.667631138,2943.0,0.0,6,1,80.0,146876.5387844616,137362.05152087618,0.0,2579068.616110262,2863.0
2025-01-27,G2,107.0,0.0,54247.41023589261,49770.375736946015,2864616.147627946,3182.0,0.0,0,1,239.0,165064.3457899624,148185.47999680787,0.0,2716430.667631138,2943.0
2025-01-28,G2,29.0,0.0,97998.56885225023,89792.11961663878,2914386.523364892,3289.0,0.0,1,1,107.0,54247.41023589261,49770.375736946015,0.0,2864616.147627946,3182.0
2025-01-29,G2,76.0,0.0,94982.82018396448,84377.25925302075,3004178.642981531,3318.0,0.0,2,1,29.0,97998.56885225023,89792.11961663878,0.0,2914386.523364892,3289.0
2025-01-30,G2,115.0,0.0,51196.801816779065,47309.7311709011,3088555.902234552,3394.0,0.0,3,1,76.0,94982.82018396448,84377.25925302075,0.0,3004178.642981531,3318.0
2025-01-31,G2,203.0,0.0,98863.96170379722,87414.7475649654,3135865.633405453,3509.0,0.0,4,1,115.0,51196.801816779065,47309.7311709011,0.0,3088555.902234552,3394.0
2025-02-03,G2,284.0,0.0,89562.10738985661,80993.33635909024,3375460.0325227636,3712.0,0.0,0,2,0.0,42653.31983439939,38943.42510382611,0.0,3336516.6074189376,3712.0
2025-02-04,G2,314.0,0.0,53731.46528891548,48216.23760820649,3456453.3688818538,3996.0,0.0,1,2,284.0,89562.10738985661,80993.33635909024,0.0,3375460.0325227636,3712.0
2025-02-05,G2,147.0,0.0,103209.79103169646,96018.05419035433,3504669.60649006,4310.0,0.0,2,2,314.0,53731.46528891548,48216.23760820649,0.0,3456453.3688818538,3996.0
2025-02-06,G2,115.0,0.0,108711.45734628876,96358.88882370671,3600687.6606804146,4457.0,0.0,3,2,147.0,103209.79103169646,96018.05419035433,0.0,3504669.60649006,4310.0
2025-02-07,G2,145.0,0.0,44136.60177123606,39193.7325221034,3697046.5495041213,4572.0,0.0,4,2,115.0,108711.45734628876,96358.88882370671,0.0,3600687.6606804146,4457.0
2025-02-08,G2,372.0,0.0,123751.43803676216,114742.28452973902,3736240.282026225,4717.0,0.0,5,2,145.0,44136.60177123606,39193.7325221034,0.0,3697046.5495041213,4572.0
2025-02-09,G2,24.0,0.0,116241.45225271818,105400.54611413197,3850982.566555964,5089.0,0.0,6,2,372.0,123751.43803676216,114742.28452973902,0.0,3736240.282026225,4717.0
2025-02-10,G2,473.0,0.0,136380.65522558964,124872.67826782925,3956383.1126700956,5113.0,0.0,0,2,24.0,116241.45225271818,105400.54611413197,0.0,3850982.566555964,5089.0
2025-02-11,G2,147.0,0.0,124415.25569613882,111689.25199072849,4081255.7909379248,5586.0,0.0,1,2,473.0,136380.65522558964,124872.67826782925,0.0,3956383.1126700956,5113.0
2025-02-12,G2,85.0,0.0,35107.560908736494,31285.090375788528,4192945.0429286533,5733.0,0.0,2,2,147.0,124415.25569613882,111689.25199072849,0.0,4081255.7909379248,5586.0
2025-02-13,G2,124.0,0.0,159620.59652410602,144651.878388379,4224230.133304442,5818.0,0.0,3,2,85.0,35107.560908736494,31285.090375788528,0.0,4192945.0429286533,5733.0
2025-02-14,G2,123.0,0.0,151197.61838581145,139115.51855517097,4368882.011692821,5942.0,0.0,4,2,124.0,159620.59652410602,144651.878388379,0.0,4224230.133304442,5818.0
2025-02-16,G2,33.0,0.0,111222.194249138,99321.79786072372,4692377.667454044,6065.0,0.0,6,2,0.0,198752.30784342086,184380.13720605275,0.0,4507997.530247992,6065.0
2025-02-17,G2,148.0,0.0,47390.62440138379,42528.2506654039,4791699.465314768,6098.0,0.0,0,2,33.0,111222.194249138,99321.79786072372,0.0,4692377.667454044,6065.0
2025-02-19,G2,60.0,0.0,136197.20941577601,125651.7772299022,4979913.890880589,6246.0,0.0,2,2,0.0,156624.52779651125,145686.1749004168,0.0,4834227.715980172,6246.0
2025-02-20,G2,86.0,0.0,106228.54655092476,94894.22576684471,5105565.668110492,6306.0,0.0,3,2,60.0,136197.20941577601,125651.7772299022,0.0,4979913.890880589,6246.0
2025-02-21,G2,55.0,0.0,131188.99677758364,120311.88499043729,5200459.893877337,6392.0,0.0,4,2,86.0,106228.54655092476,94894.22576684471,0.0,5105565.668110492,6306.0
2025-02-22,G2,171.0,0.0,149669.93840015683,139285.84712176005,5320771.778867774,6447.0,0.0,5,2,55.0,131188.99677758364,120311.88499043729,0.0,5200459.893877337,6392.0
2025-02-23,G2,127.0,0.0,135704.10192630332,123806.07890465893,5460057.625989534,6618.0,0.0,6,2,171.0,149669.93840015683,139285.84712176005,0.0,5320771.778867774,6447.0
2025-02-24,G2,155.0,0.0,48764.757875172516,44374.56840593849,5583863.7048941925,6745.0,0.0,0,2,127.0,135704.10192630332,123806.07890465893,0.0,5460057.625989534,6618.0
2025-02-25,G2,399.0,0.0,138762.47446732144,128685.52970922996,5628238.273300131,6900.0,0.0,1,2,155.0,48764.757875172516,44374.56840593849,0.0,5583863.7048941925,6745.0
2025-02-26,G2,37.0,0.0,134607.64962082103,121512.14509316199,5756923.803009361,7299.0,0.0,2,2,399.0,138762.47446732144,128685.52970922996,0.0,5628238.273300131,6900.0
2025-02-27,G2,88.0,0.0,71401.09052283183,63235.30020619749,5878435.948102523,7336.0,0.0,3,2,37.0,134607.64962082103,121512.14509316199,0.0,5756923.803009361,7299.0
2025-02-28,G2,203.0,0.0,129616.00909688977,117567.22492654479,5941671.24830872,7424.0,0.0,4,2,88.0,71401.09052283183,63235.30020619749,0.0,5878435.948102523,7336.0
2025-03-01,G2,69.0,0.0,122739.53924612408,113741.119192115,6059238.473235264,7627.0,0.0,5,3,203.0,129616.00909688977,117567.22492654479,0.0,5941671.24830872,7424.0
2025-03-02,G2,45.0,0.0,137851.81322950928,127927.704333912,6172979.592427379,7696.0,0.0,6,3,69.0,122739.53924612408,113741.119192115,0.0,6059238.473235264,7627.0
2025-03-04,G2,221.0,0.0,89070.48704536157,80413.6879141588,6414482.49075882,7741.0,0.0,1,3,0.0,124734.33500686049,113575.19399752932,0.0,6300907.296761291,7741.0
2025-03-05,G2,359.0,0.0,51189.80687624111,45766.88743928458,6494896.17867298,7962.0,0.0,2,3,221.0,89070.48704536157,80413.6879141588,0.0,6414482.49075882,7741.0
2025-03-06,G2,216.0,0.0,162191.77287558888,148965.08338623669,6540663.066112264,8321.0,0.0,3,3,359.0,51189.80687624111,45766.88743928458,0.0,6494896.17867298,7962.0
2025-03-07,G2,182.0,0.0,40843.94324652439,38233.42629994532,6689628.149498501,8537.0,0.0,4,3,216.0,162191.77287558888,148965.08338623669,0.0,6540663.066112264,8321.0
2025-03-08,G2,51.0,0.0,60713.446848429914,55857.7576617612,6727861.575798446,8719.0,0.0,5,3,182.0,40843.94324652439,38233.42629994532,0.0,6689628.149498501,8537.0
2025-03-09,G2,403.0,0.0,104172.47774204225,96503.85321450813,6783719.333460207,8770.0,0.0,6,3,51.0,60713.446848429914,55857.7576617612,0.0,6727861.575798446,8719.0
2025-03-10,G2,283.0,0.0,43470.328776772054,39873.796099918196,6880223.186674715,9173.0,0.0,0,3,403.0,104172.47774204225,96503.85321450813,0.0,6783719.333460207,8770.0
2025-03-11,G2,30.0,0.0,35055.197739287876,31487.837805332318,6920096.982774633,9456.0,0.0,1,3,283.0,43470.328776772054,39873.796099918196,0.0,6880223.186674715,9173.0
2025-03-12,G2,212.0,0.0,144321.91550902178,128611.7457943047,6951584.820579966,9486.0,0.0,2,3,30.0,35055.197739287876,31487.837805332318,0.0,6920096.982774633,9456.0
2025-03-13,G2,50.0,0.0,148470.21957212695,133056.4310451503,7080196.56637427,9698.0,0.0,3,3,212.0,144321.91550902178,128611.7457943047,0.0,6951584.820579966,9486.0
2025-03-14,G2,29.0,0.0,120140.12077189372,109287.54451261417,7213252.997419421,9748.0,0.0,4,3,50.0,148470.21957212695,133056.4310451503,0.0,7080196.56637427,9698.0
2025-03-15,G2,16.0,0.0,106788.675858307,98224.38880936863,7322540.541932035,9777.0,0.0,5,3,29.0,120140.12077189372,109287.54451261417,0.0,7213252.997419421,9748.0
2025-03-16,G2,176.0,0.0,136926.75036088238,123219.54990393308,7420764.930741404,9793.0,0.0,6,3,16.0,106788.675858307,98224.38880936863,0.0,7322540.541932035,9777.0
2025-03-17,G2,193.0,0.0,156879.52710007472,145028.21049832806,7543984.480645337,9969.0,0.0,0,3,176.0,136926.75036088238,123219.54990393308,0.0,7420764.930741404,9793.0
2025-03-18,G2,36.0,0.0,126115.78860155004,114315.06177672424,7689012.691143665,10162.0,0.0,1,3,193.0,156879.52710007472,145028.21049832806,0.0,7543984.480645337,9969.0
2025-03-20,G2,312.0,0.0,123083.52139839524,113079.12148059683,7930495.757307283,10198.0,0.0,3,3,0.0,138063.84340318505,127168.00438689279,0.0,7803327.75292039,10198.0
2025-03-21,G2,169.0,0.0,113764.18850233323,104307.97669335779,8043574.87878788,10510.0,0.0,4,3,312.0,123083.52139839524,113079.12148059683,0.0,7930495.757307283,10198.0
2025-03-22,G2,157.0,0.0,134240.43805932277,121603.80094669829,8147882.855481237,10679.0,0.0,5,3,169.0,113764.18850233323,104307.97669335779,0.0,8043574.87878788,10510.0
2025-03-24,G2,26.0,0.0,48554.394396115385,44397.34279511633,8442958.62306106,10836.0,0.0,0,3,0.0,186921.09008233284,173471.96663312468,0.0,8269486.656427936,10836.0
2025-03-25,G2,161.0,0.0,129759.7525159397,119525.69760832423,8487355.965856178,10862.0,0.0,1,3,26.0,48554.394396115385,44397.34279511633,0.0,8442958.62306106,10836.0
2025-03-26,G2,303.0,0.0,100198.27645294275,90099.58667652769,8606881.663464502,11023.0,0.0,2,3,161.0,129759.7525159397,119525.69760832423,0.0,8487355.965856178,10862.0
2025-03-27,G2,18.0,0.0,117321.37039983747,106286.3218014041,8696981.250141028,11326.0,0.0,3,3,303.0,100198.27645294275,90099.58667652769,0.0,8606881.663464502,11023.0
2025-03-28,G2,208.0,0.0,46517.82944640755,42015.34267128205,8803267.571942432,11344.0,0.0,4,3,18.0,117321.37039983747,106286.3218014041,0.0,8696981.250141028,11326.0
2025-03-29,G2,114.0,0.0,119756.04507527666,108993.96446806694,8845282.914613714,11552.0,0.0,5,3,208.0,46517.82944640755,42015.34267128205,0.0,8803267.571942432,11344.0
2025-03-30,G2,198.0,0.0,113200.38550380402,101990.64348653922,8954276.879081782,11666.0,0.0,6,3,114.0,119756.04507527666,108993.96446806694,0.0,8845282.914613714,11552.0
2025-03-31,G2,79.0,0.0,132360.39062267626,121773.128696106,9056267.52256832,11864.0,0.0,0,3,198.0,113200.38550380402,101990.64348653922,0.0,8954276.879081782,11666.0
2025-04-01,G2,22.0,0.0,136817.28357098278,127041.68951431796,9178040.651264427,11943.0,0.0,1,4,79.0,132360.39062267626,121773.128696106,0.0,9056267.52256832,11864.0
2025-01-02,P3,270.0,13140.0,286087.15508019185,261201.63431622967,370130.719739555,80.0,48.666666666666664,3,1,80.0,417116.4349502955,370130.719739555,0.0,0.0,0.0
2025-01-03,P3,15.0,105.0,341759.71390794264,305401.23045950686,618192.3540557846,0.0,7.0,4,1,270.0,286087.15508019185,261201.63431622967,13140.0,370130.719739555,80.0
2025-01-04,P3,35.0,0.0,360583.0394333069,319145.2875170126,923488.5845152915,0.0,0.0,5,1,15.0,341759.71390794264,305401.23045950686,105.0,618192.3540557846,0.0
2025-01-05,P3,95.0,0.0,494117.60757844226,456166.76827248407,1242633.872032304,35.0,0.0,6,1,35.0,360583.0394333069,319145.2875170126,0.0,923488.5845152915,0.0
2025-01-06,P3,80.0,0.0,400297.0996077221,360174.2827827769,1698800.640304788,130.0,0.0,0,1,95.0,494117.60757844226,456166.76827248407,0.0,1242633.872032304,35.0
2025-01-07,P3,230.0,0.0,423525.0766907917,386875.3058484064,2058974.923087565,210.0,0.0,1,1,80.0,400297.0996077221,360174.2827827769,0.0,1698800.640304788,130.0
2025-01-08,P3,150.0,0.0,374623.05715991376,337434.3738230312,2445850.2289359714,440.0,0.0,2,1,230.0,423525.0766907917,386875.3058484064,0.0,2058974.923087565,210.0
2025-01-09,P3,315.0,0.0,313338.31431273324,274336.027350121,2783284.6027590027,590.0,0.0,3,1,150.0,374623.05715991376,337434.3738230312,0.0,2445850.2289359714,440.0
2025-01-10,P3,220.0,0.0,131555.8505086872,117828.28975957853,3057620.630109124,905.0,0.0,4,1,315.0,313338.31431273324,274336.027350121,0.0,2783284.6027590027,590.0
2025-01-11,P3,245.0,0.0,251351.13691119483,221608.5253588041,3175448.9198687025,1125.0,0.0,5,1,220.0,131555.8505086872,117828.28975957853,0.0,3057620.630109124,905.0
2025-01-12,P3,295.0,0.0,360388.7904088304,325650.18470235536,3397057.4452275066,1370.0,0.0,6,1,245.0,251351.13691119483,221608.5253588041,0.0,3175448.9198687025,1125.0
2025-01-13,P3,85.0,0.0,374595.4885350943,337300.97601257364,3722707.629929862,1665.0,0.0,0,1,295.0,360388.7904088304,325650.18470235536,0.0,3397057.4452275066,1370.0
2025-01-14,P3,180.0,0.0,147504.1405903589,132885.655648141,4060008.6059424356,1750.0,0.0,1,1,85.0,374595.4885350943,337300.97601257364,0.0,3722707.629929862,1665.0
2025-01-15,P3,55.0,0.0,340722.2948116187,305282.4778999514,4192894.2615905767,1930.0,0.0,2,1,180.0,147504.1405903589,132885.655648141,0.0,4060008.6059424356,1750.0
2025-01-16,P3,80.0,0.0,407160.69701057015,376768.1422094923,4498176.739490528,1985.0,0.0,3,1,55.0,340722.2948116187,305282.4778999514,0.0,4192894.2615905767,1930.0
2025-01-17,P3,45.0,0.0,130264.86577379511,119154.19660618804,4874944.88170002,2065.0,0.0,4,1,80.0,407160.69701057015,376768.1422094923,0.0,4498176.739490528,1985.0
2025-01-18,P3,120.0,0.0,110732.99107016853,99054.29295215778,4994099.078306208,2110.0,0.0,5,1,45.0,130264.86577379511,119154.19660618804,0.0,4874944.88170002,2065.0
2025-01-20,P3,125.0,0.0,435355.4292558237,386804.6048782093,5388070.979275362,2230.0,0.0,0,1,0.0,330431.4075727957,294917.6080169956,0.0,5093153.371258366,2230.0
2025-01-21,P3,50.0,0.0,398382.7762707004,355255.78512616473,5774875.584153571,2355.0,0.0,1,1,125.0,435355.4292558237,386804.6048782093,0.0,5388070.979275362,2230.0
2025-01-22,P3,275.0,0.0,299789.9905244401,268158.8800708232,6130131.369279736,2405.0,0.0,2,1,50.0,398382.7762707004,355255.78512616473,0.0,5774875.584153571,2355.0
2025-01-23,P3,215.0,0.0,413963.7328981049,368487.1658180237,6398290.249350559,2680.0,0.0,3,1,275.0,299789.9905244401,268158.8800708232,0.0,6130131.369279736,2405.0
2025-01-24,P3,155.0,0.0,320542.40791665553,289767.98320947564,6766777.415168582,2895.0,0.0,4,1,215.0,413963.7328981049,368487.1658180237,0.0,6398290.249350559,2680.0
2025-01-25,P3,105.0,0.0,403750.1451217053,370074.933208448,7056545.398378058,3050.0,0.0,5,1,155.0,320542.40791665553,289767.98320947564,0.0,6766777.415168582,2895.0
2025-01-26,P3,30.0,0.0,446698.5980798733,402951.8692620573,7426620.331586506,3155.0,0.0,6,1,105.0,403750.1451217053,370074.933208448,0.0,7056545.398378058,3050.0
2025-01-28,P3,60.0,0.0,390550.50809938234,364826.6868173121,7920042.959409807,3185.0,0.0,1,1,0.0,98576.78700047058,90470.7585612431,0.0,7829572.200848564,3185.0
2025-01-29,P3,255.0,0.0,246048.11967690868,221924.3171502367,8284869.646227119,3245.0,0.0,2,1,60.0,390550.50809938234,364826.6868173121,0.0,7920042.959409807,3185.0
2025-01-30,P3,55.0,0.0,107096.26580716326,97529.599565396,8506793.963377355,3500.0,0.0,3,1,255.0,246048.11967690868,221924.3171502367,0.0,8284869.646227119,3245.0
2025-01-31,P3,210.0,0.0,275354.40602146235,248418.9717406601,8604323.56294275,3555.0,0.0,4,1,55.0,107096.26580716326,97529.599565396,0.0,8506793.963377355,3500.0
2025-02-01,P3,150.0,0.0,231067.11514540968,207189.0634950005,8852742.53468341,3765.0,0.0,5,2,210.0,275354.40602146235,248418.9717406601,0.0,8604323.56294275,3555.0
2025-02-02,P3,70.0,0.0,114032.65314838859,98045.86546983226,9059931.59817841,3915.0,0.0,6,2,150.0,231067.11514540968,207189.0634950005,0.0,8852742.53468341,3765.0
2025-02-03,P3,130.0,0.0,335299.84452042135,308473.01879608305,9157977.463648243,3985.0,0.0,0,2,70.0,114032.65314838859,98045.86546983226,0.0,9059931.59817841,3915.0
2025-02-04,P3,130.0,0.0,189902.15287817817,172579.7886605841,9466450.482444325,4115.0,0.0,1,2,130.0,335299.84452042135,308473.01879608305,0.0,9157977.463648243,3985.0
2025-02-05,P3,160.0,0.0,287231.1607407482,254301.45126895874,9639030.27110491,4245.0,0.0,2,2,130.0,189902.15287817817,172579.7886605841,0.0,9466450.482444325,4115.0
2025-02-06,P3,140.0,0.0,287956.7043697474,256686.8740429955,9893331.722373867,4405.0,0.0,3,2,160.0,287231.1607407482,254301.45126895874,0.0,9639030.27110491,4245.0
2025-02-07,P3,130.0,0.0,114987.26424320413,103959.4267085443,10150018.596416863,4545.0,0.0,4,2,140.0,287956.7043697474,256686.8740429955,0.0,9893331.722373867,4405.0
2025-02-08,P3,35.0,0.0,158139.08000706122,138751.1570695303,10253978.023125406,4675.0,0.0,5,2,130.0,114987.26424320413,103959.4267085443,0.0,10150018.596416863,4545.0
2025-02-10,P3,300.0,0.0,332680.1805500308,302268.76978558645,10781796.562868632,4710.0,0.0,0,2,0.0,432723.48879947176,389067.3826736957,0.0,10392729.180194937,4710.0
2025-02-11,P3,260.0,0.0,340248.29692111944,313868.8761802816,11084065.33265422,5010.0,0.0,1,2,300.0,332680.1805500308,302268.76978558645,0.0,10781796.562868632,4710.0
2025-02-12,P3,85.0,0.0,429494.7481649126,387875.1336603891,11397934.208834501,5270.0,0.0,2,2,260.0,340248.29692111944,313868.8761802816,0.0,11084065.33265422,5010.0
2025-02-13,P3,185.0,0.0,334846.41943670093,304322.43372310366,11785809.34249489,5355.0,0.0,3,2,85.0,429494.7481649126,387875.1336603891,0.0,11397934.208834501,5270.0
2025-02-14,P3,80.0,0.0,329822.655417582,293134.3528833344,12090131.776217993,5540.0,0.0,4,2,185.0,334846.41943670093,304322.43372310366,0.0,11785809.34249489,5355.0
2025-02-15,P3,110.0,0.0,122142.55580800217,107302.47438848432,12383266.129101329,5620.0,0.0,5,2,80.0,329822.655417582,293134.3528833344,0.0,12090131.776217993,5540.0
2025-02-16,P3,90.0,0.0,492484.9937781248,457759.21450337896,12490568.603489812,5730.0,0.0,6,2,110.0,122142.55580800217,107302.47438848432,0.0,12383266.129101329,5620.0
2025-02-17,P3,185.0,0.0,420096.54943026433,384739.1191303391,12948327.817993192,5820.0,0.0,0,2,90.0,492484.9937781248,457759.21450337896,0.0,12490568.603489812,5730.0
2025-02-18,P3,60.0,0.0,448992.76473825064,411286.4359708164,13333066.937123531,6005.0,0.0,1,2,185.0,420096.54943026433,384739.1191303391,0.0,12948327.817993192,5820.0
2025-02-19,P3,270.0,0.0,373000.5507272211,332876.103627424,13744353.373094348,6065.0,0.0,2,2,60.0,448992.76473825064,411286.4359708164,0.0,13333066.937123531,6005.0
2025-02-20,P3,445.0,0.0,307061.8529530058,285198.10606815683,14077229.476721773,6335.0,0.0,3,2,270.0,373000.5507272211,332876.103627424,0.0,13744353.373094348,6065.0
2025-02-21,P3,65.0,0.0,448749.7585179189,407599.7419223157,14362427.58278993,6780.0,0.0,4,2,445.0,307061.8529530058,285198.10606815683,0.0,14077229.476721773,6335.0
2025-02-22,P3,135.0,0.0,391091.75948129164,353792.05133335857,14770027.324712245,6845.0,0.0,5,2,65.0,448749.7585179189,407599.7419223157,0.0,14362427.58278993,6780.0
2025-02-23,P3,30.0,0.0,179726.49707444856,163021.45540335207,15123819.376045603,6980.0,0.0,6,2,135.0,391091.75948129164,353792.05133335857,0.0,14770027.324712245,6845.0
2025-02-24,P3,135.0,0.0,338211.5544489793,304177.748295348,15286840.831448955,7010.0,0.0,0,2,30.0,179726.49707444856,163021.45540335207,0.0,15123819.376045603,6980.0
2025-02-25,P3,325.0,0.0,331292.1795087608,296267.61305567855,15591018.579744304,7145.0,0.0,1,2,135.0,338211.5544489793,304177.748295348,0.0,15286840.831448955,7010.0
2025-02-26,P3,40.0,0.0,330469.21670281264,296588.33301100146,15887286.192799982,7470.0,0.0,2,2,325.0,331292.1795087608,296267.61305567855,0.0,15591018.579744304,7145.0
2025-02-27,P3,130.0,0.0,310205.6399214491,282970.09186203824,16183874.525810983,7510.0,0.0,3,2,40.0,330469.21670281264,296588.33301100146,0.0,15887286.192799982,7470.0
2025-02-28,P3,345.0,0.0,417059.85601790564,384514.14578949875,16466844.61767302,7640.0,0.0,4,2,130.0,310205.6399214491,282970.09186203824,0.0,16183874.525810983,7510.0
2025-03-02,P3,320.0,0.0,318945.5720629677,288145.59655655426,17232430.600936573,7985.0,0.0,6,3,0.0,412424.0602152509,381071.83747405175,0.0,16851358.76346252,7985.0
2025-03-03,P3,325.0,0.0,166642.753682197,153870.70098366478,17520576.19749313,8305.0,0.0,0,3,320.0,318945.5720629677,288145.59655655426,0.0,17232430.600936573,7985.0
2025-03-04,P3,495.0,0.0,379921.5250004587,344791.5625802427,17674446.898476794,8630.0,0.0,1,3,325.0,166642.753682197,153870.70098366478,0.0,17520576.19749313,8305.0
2025-03-05,P3,155.0,0.0,388076.34376628813,349264.2375704715,18019238.461057037,9125.0,0.0,2,3,495.0,379921.5250004587,344791.5625802427,0.0,17674446.898476794,8630.0
2025-03-06,P3,40.0,0.0,408856.79383127094,362884.7264291487,18368502.69862751,9280.0,0.0,3,3,155.0,388076.34376628813,349264.2375704715,0.0,18019238.461057037,9125.0
2025-03-07,P3,80.0,0.0,417987.2893605959,380174.14632929204,18731387.42505666,9320.0,0.0,4,3,40.0,408856.79383127094,362884.7264291487,0.0,18368502.69862751,9280.0
2025-03-08,P3,225.0,0.0,183123.93005093478,168411.84008177248,19111561.57138595,9400.0,0.0,5,3,80.0,417987.2893605959,380174.14632929204,0.0,18731387.42505666,9320.0
2025-03-09,P3,60.0,0.0,167422.65037941487,156357.6969791383,19279973.411467724,9625.0,0.0,6,3,225.0,183123.93005093478,168411.84008177248,0.0,19111561.57138595,9400.0
2025-03-11,P3,65.0,0.0,380932.17427279736,346227.3793257798,19735419.880291224,9685.0,0.0,1,3,0.0,331676.9505995821,299088.77184435923,0.0,19436331.108446863,9685.0
2025-03-12,P3,135.0,0.0,350259.41764687974,317150.8967350694,20081647.259617005,9750.0,0.0,2,3,65.0,380932.17427279736,346227.3793257798,0.0,19735419.880291224,9685.0
2025-03-13,P3,210.0,0.0,368245.853800217,331577.6122403102,20398798.156352073,9885.0,0.0,3,3,135.0,350259.41764687974,317150.8967350694,0.0,20081647.259617005,9750.0
2025-03-14,P3,75.0,0.0,124731.6110172587,111481.65436502582,20730375.768592384,10095.0,0.0,4,3,210.0,368245.853800217,331577.6122403102,0.0,20398798.156352073,9885.0
2025-03-16,P3,205.0,0.0,478340.6791815773,432494.8423981192,21142404.329619065,10170.0,0.0,6,3,0.0,326508.1700729119,300546.9066616563,0.0,20841857.42295741,10170.0
2025-03-17,P3,80.0,0.0,121521.80622627142,109278.10634763338,21574899.172017183,10375.0,0.0,0,3,205.0,478340.6791815773,432494.8423981192,0.0,21142404.329619065,10170.0
