date,line,gal_ord,gal_ship,fill_rate,inv_gal_start,backlog_gal_start,weekday,month
2025-01-16,P3,80.0,0.0,0.0,4498176.739490528,1985.0,3,1
2025-01-17,P3,45.0,0.0,0.0,4874944.88170002,2065.0,4,1
2025-01-18,P3,120.0,0.0,0.0,4994099.078306208,2110.0,5,1
2025-01-19,P3,0.0,0.0,,5093153.371258366,2230.0,6,1
2025-01-20,P3,125.0,0.0,0.0,5388070.979275362,2230.0,0,1
2025-01-21,P3,50.0,0.0,0.0,5774875.584153571,2355.0,1,1
2025-01-22,P3,275.0,0.0,0.0,6130131.369279736,2405.0,2,1
2025-01-23,P3,215.0,0.0,0.0,6398290.249350559,2680.0,3,1
2025-01-24,P3,155.0,0.0,0.0,6766777.415168582,2895.0,4,1
2025-01-25,P3,105.0,0.0,0.0,7056545.398378058,3050.0,5,1
2025-01-26,P3,30.0,0.0,0.0,7426620.331586506,3155.0,6,1
2025-01-27,P3,0.0,0.0,,7829572.200848564,3185.0,0,1
2025-01-28,P3,60.0,0.0,0.0,7920042.959409807,3185.0,1,1
2025-01-29,P3,255.0,0.0,0.0,8284869.646227119,3245.0,2,1
2025-01-30,P3,55.0,0.0,0.0,8506793.963377355,3500.0,3,1
2025-01-31,P3,210.0,0.0,0.0,8604323.56294275,3555.0,4,1
2025-02-01,P3,150.0,0.0,0.0,8852742.53468341,3765.0,5,2
2025-02-02,P3,70.0,0.0,0.0,9059931.59817841,3915.0,6,2
2025-02-03,P3,130.0,0.0,0.0,9157977.463648243,3985.0,0,2
2025-02-04,P3,130.0,0.0,0.0,9466450.482444325,4115.0,1,2
2025-02-05,P3,160.0,0.0,0.0,9639030.27110491,4245.0,2,2
2025-02-06,P3,140.0,0.0,0.0,9893331.722373867,4405.0,3,2
2025-02-07,P3,130.0,0.0,0.0,10150018.596416863,4545.0,4,2
2025-02-08,P3,35.0,0.0,0.0,10253978.023125406,4675.0,5,2
2025-02-09,P3,0.0,0.0,,10392729.180194937,4710.0,6,2
2025-02-10,P3,300.0,0.0,0.0,10781796.562868632,4710.0,0,2
2025-02-11,P3,260.0,0.0,0.0,11084065.33265422,5010.0,1,2
2025-02-12,P3,85.0,0.0,0.0,11397934.208834501,5270.0,2,2
2025-02-13,P3,185.0,0.0,0.0,11785809.34249489,5355.0,3,2
2025-02-14,P3,80.0,0.0,0.0,12090131.776217993,5540.0,4,2
2025-02-15,P3,110.0,0.0,0.0,12383266.129101329,5620.0,5,2
2025-02-16,P3,90.0,0.0,0.0,12490568.603489812,5730.0,6,2
2025-02-17,P3,185.0,0.0,0.0,12948327.817993192,5820.0,0,2
2025-02-18,P3,60.0,0.0,0.0,13333066.937123531,6005.0,1,2
2025-02-19,P3,270.0,0.0,0.0,13744353.373094348,6065.0,2,2
2025-02-20,P3,445.0,0.0,0.0,14077229.476721773,6335.0,3,2
2025-02-21,P3,65.0,0.0,0.0,14362427.58278993,6780.0,4,2
2025-02-22,P3,135.0,0.0,0.0,14770027.324712245,6845.0,5,2
2025-02-23,P3,30.0,0.0,0.0,15123819.376045603,6980.0,6,2
2025-02-24,P3,135.0,0.0,0.0,15286840.831448955,7010.0,0,2
2025-02-25,P3,325.0,0.0,0.0,15591018.579744304,7145.0,1,2
2025-02-26,P3,40.0,0.0,0.0,15887286.192799982,7470.0,2,2
2025-02-27,P3,130.0,0.0,0.0,16183874.525810983,7510.0,3,2
2025-02-28,P3,345.0,0.0,0.0,16466844.61767302,7640.0,4,2
2025-03-01,P3,0.0,0.0,,16851358.76346252,7985.0,5,3
2025-03-02,P3,320.0,0.0,0.0,17232430.600936573,7985.0,6,3
2025-03-03,P3,325.0,0.0,0.0,17520576.19749313,8305.0,0,3
2025-03-04,P3,495.0,0.0,0.0,17674446.898476794,8630.0,1,3
2025-03-05,P3,155.0,0.0,0.0,18019238.461057037,9125.0,2,3
2025-03-06,P3,40.0,0.0,0.0,18368502.69862751,9280.0,3,3
2025-03-07,P3,80.0,0.0,0.0,18731387.42505666,9320.0,4,3
2025-03-08,P3,225.0,0.0,0.0,19111561.57138595,9400.0,5,3
2025-03-09,P3,60.0,0.0,0.0,19279973.411467724,9625.0,6,3
2025-03-10,P3,0.0,0.0,,19436331.108446863,9685.0,0,3
2025-03-11,P3,65.0,0.0,0.0,19735419.880291224,9685.0,1,3
2025-03-12,P3,135.0,0.0,0.0,20081647.259617005,9750.0,2,3
2025-03-13,P3,210.0,0.0,0.0,20398798.156352073,9885.0,3,3
2025-03-14,P3,75.0,0.0,0.0,20730375.768592384,10095.0,4,3
2025-03-15,P3,0.0,0.0,,20841857.42295741,10170.0,5,3
2025-03-16,P3,205.0,0.0,0.0,21142404.329619065,10170.0,6,3
2025-03-17,P3,80.0,0.0,0.0,21574899.172017183,10375.0,0,3
2025-03-18,P3,65.0,0.0,0.0,21684177.278364815,10455.0,1,3
2025-03-19,P3,75.0,0.0,0.0,22149151.852990218,10520.0,2,3
2025-03-20,P3,160.0,0.0,0.0,22282867.73817273,10595.0,3,3
2025-03-21,P3,120.0,0.0,0.0,22538296.299845617,10755.0,4,3
2025-03-22,P3,200.0,0.0,0.0,22686482.679609507,10875.0,5,3
2025-03-23,P3,55.0,0.0,0.0,22846925.107982144,11075.0,6,3
2025-03-24,P3,55.0,0.0,0.0,23116109.451558575,11130.0,0,3
2025-03-25,P3,80.0,0.0,0.0,23213923.748168375,11185.0,1,3
2025-03-26,P3,570.0,0.0,0.0,23534930.33564046,11265.0,2,3
2025-03-27,P3,325.0,0.0,0.0,23875188.80160544,11835.0,3,3
2025-03-28,P3,130.0,0.0,0.0,24093503.001911514,12160.0,4,3
2025-03-29,P3,150.0,0.0,0.0,24513935.51944079,12290.0,5,3
2025-03-30,P3,85.0,0.0,0.0,24839786.6741416,12440.0,6,3
2025-03-31,P3,95.0,0.0,0.0,25138464.63559232,12525.0,0,3
2025-04-01,P3,260.0,0.0,0.0,25424843.736332282,12620.0,1,4
2025-01-01,Q1,214.25,0.0,0.0,0.0,0.0,2,1
2025-01-02,Q1,118.25,6669.0,56.397463002114165,22789.859134203303,214.25,3,1
2025-01-03,Q1,59.25,4799.75,81.0084388185654,61570.5490789747,0.0,4,1
2025-01-04,Q1,262.0,1475.0,5.629770992366412,108570.81797378015,0.0,5,1
2025-01-05,Q1,274.0,145.5,0.531021897810219,159974.98425845866,0.0,6,1
2025-01-06,Q1,402.25,0.0,0.0,207590.82655194475,128.5,0,1
2025-01-07,Q1,0.0,0.0,,225957.9656747396,530.75,1,1
2025-01-08,Q1,58.5,0.0,0.0,273606.72974000813,530.75,2,1
2025-01-09,Q1,414.75,0.0,0.0,332322.41082188213,589.25,3,1
2025-01-10,Q1,145.5,0.0,0.0,348560.9460698277,1004.0,4,1
2025-01-11,Q1,63.0,0.0,0.0,388098.0713388281,1149.5,5,1
2025-01-12,Q1,119.75,0.0,0.0,403873.4613395771,1212.5,6,1
2025-01-13,Q1,66.5,0.0,0.0,422163.0660753315,1332.25,0,1
2025-01-14,Q1,54.5,0.0,0.0,476298.1969883914,1398.75,1,1
2025-01-15,Q1,141.25,0.0,0.0,515329.23896058986,1453.25,2,1
2025-01-16,Q1,256.0,0.0,0.0,558654.5358014093,1594.5,3,1
2025-01-17,Q1,80.75,0.0,0.0,580194.0869506114,1850.5,4,1
2025-01-18,Q1,89.0,0.0,0.0,633216.3499526934,1931.25,5,1
2025-01-19,Q1,54.5,0.0,0.0,690146.8310356325,2020.25,6,1
2025-01-20,Q1,114.25,0.0,0.0,738472.698424653,2074.75,0,1
2025-01-21,Q1,0.0,0.0,,760146.206598158,2189.0,1,1
2025-01-22,Q1,115.0,0.0,0.0,808008.8946643807,2189.0,2,1
2025-01-23,Q1,444.5,0.0,0.0,862449.3597687279,2304.0,3,1
2025-01-24,Q1,109.0,0.0,0.0,907575.0639077007,2748.5,4,1
2025-01-25,Q1,72.5,0.0,0.0,970426.2486449869,2857.5,5,1
2025-01-26,Q1,84.75,0.0,0.0,1031578.2451226142,2930.0,6,1
2025-01-27,Q1,708.0,0.0,0.0,1058805.9950572527,3014.75,0,1
2025-01-28,Q1,273.5,0.0,0.0,1097561.0274468996,3722.75,1,1
2025-01-29,Q1,170.5,0.0,0.0,1142245.1825677163,3996.25,2,1
2025-01-30,Q1,45.25,0.0,0.0,1182350.9948377477,4166.75,3,1
2025-01-31,Q1,0.0,0.0,,1213249.0326433822,4212.0,4,1
2025-02-01,Q1,127.25,0.0,0.0,1255787.6406583765,4212.0,5,2
2025-02-02,Q1,66.5,0.0,0.0,1298191.1356595275,4339.25,6,2
2025-02-03,Q1,31.25,0.0,0.0,1346751.2295815775,4405.75,0,2
2025-02-04,Q1,478.0,0.0,0.0,1385945.213856431,4437.0,1,2
2025-02-05,Q1,330.25,0.0,0.0,1409145.3150185705,4915.0,2,2
2025-02-06,Q1,52.75,0.0,0.0,1447565.4433285582,5245.25,3,2
2025-02-07,Q1,195.5,0.0,0.0,1493526.678345787,5298.0,4,2
2025-02-08,Q1,85.75,0.0,0.0,1539618.3364236718,5493.5,5,2
2025-02-09,Q1,51.5,0.0,0.0,1576577.8997216118,5579.25,6,2
2025-02-10,Q1,78.25,0.0,0.0,1593480.280218662,5630.75,0,2
2025-02-11,Q1,429.75,0.0,0.0,1641022.4784039692,5709.0,1,2
2025-02-12,Q1,59.25,0.0,0.0,1694546.445263407,6138.75,2,2
2025-02-13,Q1,127.25,0.0,0.0,1737455.7168222845,6198.0,3,2
2025-02-14,Q1,39.0,0.0,0.0,1796589.6795564475,6325.25,4,2
2025-02-15,Q1,0.0,0.0,,1843877.2615591905,6364.25,5,2
2025-02-16,Q1,176.0,0.0,0.0,1876479.3594032365,6364.25,6,2
2025-02-17,Q1,430.25,0.0,0.0,1900230.1310924971,6540.25,0,2
2025-02-18,Q1,250.5,0.0,0.0,1940462.7329090612,6970.5,1,2
2025-02-19,Q1,47.0,0.0,0.0,1959835.0307328831,7221.0,2,2
2025-02-20,Q1,49.0,0.0,0.0,2007026.56534114,7268.0,3,2
2025-02-21,Q1,54.0,0.0,0.0,2061311.0690394673,7317.0,4,2
2025-02-22,Q1,366.25,0.0,0.0,2117208.3506508456,7371.0,5,2
2025-02-23,Q1,67.5,0.0,0.0,2169460.072999385,7737.25,6,2
2025-02-24,Q1,89.5,0.0,0.0,2214013.9898632453,7804.75,0,2
2025-02-25,Q1,0.0,0.0,,2247626.4354078164,7894.25,1,2
2025-02-26,Q1,37.5,0.0,0.0,2286470.5797347724,7894.25,2,2
2025-02-27,Q1,108.75,0.0,0.0,2303981.6409919057,7931.75,3,2
2025-02-28,Q1,104.25,0.0,0.0,2343299.5700065126,8040.5,4,2
2025-03-01,Q1,241.25,0.0,0.0,2405118.7277829093,8144.75,5,3
2025-03-02,Q1,141.5,0.0,0.0,2451819.4668314504,8386.0,6,3
2025-03-03,Q1,71.75,0.0,0.0,2472778.4434330286,8527.5,0,3
2025-03-04,Q1,128.75,0.0,0.0,2530214.478864307,8599.25,1,3
2025-03-05,Q1,110.5,0.0,0.0,2573600.7491794247,8728.0,2,3
2025-03-06,Q1,291.0,0.0,0.0,2591555.922506172,8838.5,3,3
2025-03-07,Q1,79.0,0.0,0.0,2610674.9409054867,9129.5,4,3
2025-03-08,Q1,46.0,0.0,0.0,2653572.463153496,9208.5,5,3
2025-03-09,Q1,115.75,0.0,0.0,2712925.248101115,9254.5,6,3
2025-03-10,Q1,201.75,0.0,0.0,2756253.0196759403,9370.25,0,3
2025-03-11,Q1,148.0,0.0,0.0,2816150.4111147774,9572.0,1,3
2025-03-12,Q1,82.75,0.0,0.0,2857332.7680402794,9720.0,2,3
2025-03-13,Q1,216.0,0.0,0.0,2875190.642682226,9802.75,3,3
2025-03-14,Q1,116.75,0.0,0.0,2932904.015900299,10018.75,4,3
2025-03-15,Q1,132.25,0.0,0.0,2985465.964506726,10135.5,5,3
2025-03-16,Q1,177.25,0.0,0.0,3046657.403637998,10267.75,6,3
2025-03-17,Q1,127.0,0.0,0.0,3097198.2413653084,10445.0,0,3
2025-03-18,Q1,185.0,0.0,0.0,3141487.7643213915,10572.0,1,3
2025-03-19,Q1,52.0,0.0,0.0,3192977.2304857615,10757.0,2,3
2025-03-20,Q1,203.25,0.0,0.0,3242837.80869027,10809.0,3,3
2025-03-21,Q1,16.25,0.0,0.0,3303496.755828876,11012.25,4,3
2025-03-22,Q1,210.75,0.0,0.0,3351803.0525614144,11028.5,5,3
2025-03-23,Q1,44.25,0.0,0.0,3371307.458949813,11239.25,6,3
2025-03-24,Q1,262.5,0.0,0.0,3394054.591507257,11283.5,0,3
2025-03-25,Q1,48.75,0.0,0.0,3425973.5510475496,11546.0,1,3
2025-03-26,Q1,177.0,0.0,0.0,3441970.411056013,11594.75,2,3
2025-03-27,Q1,35.25,0.0,0.0,3490823.360589998,11771.75,3,3
2025-03-28,Q1,24.5,0.0,0.0,3534185.2998153195,11807.0,4,3
2025-03-29,Q1,100.0,0.0,0.0,3553294.047591079,11831.5,5,3
2025-03-30,Q1,53.0,0.0,0.0,3568078.813035123,11931.5,6,3
2025-03-31,Q1,202.5,0.0,0.0,3605739.611703974,11984.5,0,3
2025-04-01,Q1,103.0,0.0,0.0,3642531.6916580894,12187.0,1,4
