date,line,gallons_ordered,gallons_shipped,fill_rate,weekday,month,backlog_gal_delta,gallons_produced,units_produced,avg_temp,avg_tank_days,avg_changeover_min,total_run_hours,defect_rate,variant_LV_share,variant_STD_share,variant_HV_share,complexity_complex_share,minutes_down
2025-02-05,Q1,66.0,0.0,0.0,2,2,66.0,57598.644540433444,230394.57816173378,71.95088236636491,1.0983474983584958,26.33007340793321,242.4860300169536,0.07894736842105263,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.42105263157894735,0.0
2025-02-06,G2,66.0,0.0,0.0,3,2,66.0,161189.4486047914,161189.4486047914,70.29624618341256,1.0375490140168286,26.52666419770798,267.15016940614555,0.0975609756097561,0.36585365853658536,0.14634146341463414,0.4878048780487805,0.2682926829268293,0.0
2025-02-07,G2,81.0,0.0,0.0,4,2,81.0,139002.41899743114,139002.41899743114,73.19360121797808,1.0510959485989628,26.547964422160664,229.1586895448363,0.1111111111111111,0.3055555555555556,0.2222222222222222,0.4722222222222222,0.3333333333333333,0.0
2025-02-07,P3,65.0,0.0,0.0,4,2,65.0,396472.33882773353,79294.4677655467,72.18038512903301,1.2056203008147703,26.768670467573923,244.1864741540133,0.13513513513513514,0.2702702702702703,0.3783783783783784,0.35135135135135137,0.32432432432432434,0.0
2025-02-07,Q1,55.0,0.0,0.0,4,2,55.0,66434.25188757475,265737.007550299,72.43913992358003,1.424689107880063,26.62068987768112,285.79509626483656,0.06521739130434782,0.3695652173913043,0.2826086956521739,0.34782608695652173,0.6086956521739131,0.0
2025-02-08,G2,9.0,0.0,0.0,5,2,9.0,168711.72103804792,168711.72103804792,70.36753172141789,1.024785695764043,26.91907922815955,257.38376408542865,0.08,0.48,0.36,0.16,0.24,0.0
2025-02-08,P3,50.0,0.0,0.0,5,2,50.0,536119.230477282,107223.84609545639,73.34720318531245,1.1903601149517893,26.51875271695911,328.28077780695435,0.2903225806451613,0.3225806451612903,0.3870967741935484,0.2903225806451613,0.5161290322580645,0.0
2025-02-08,Q1,40.0,0.0,0.0,5,2,40.0,52393.27545638929,209573.10182555718,71.42245568072435,1.172235109492808,26.72008252727557,231.06013758142026,0.045454545454545456,0.22727272727272727,0.18181818181818182,0.5909090909090909,0.2727272727272727,0.0
2025-02-09,G2,54.0,0.0,0.0,6,2,54.0,168840.49495720386,168840.49495720386,72.93766260905501,1.3163267238477947,26.30758015443177,285.17630116129334,0.1111111111111111,0.3333333333333333,0.25925925925925924,0.4074074074074074,0.4074074074074074,0.0
2025-02-09,P3,25.0,0.0,0.0,6,2,25.0,581449.4747704122,116289.89495408244,71.8655147801672,1.0974338575541847,26.608835006527748,353.7583732989577,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.3333333333333333,0.0
2025-02-09,Q1,48.5,0.0,0.0,6,2,48.5,71632.43757575298,286529.7503030119,72.35231540059641,1.1969657783388559,26.549229316625997,314.5714268377943,0.06451612903225806,0.25806451612903225,0.3548387096774194,0.3870967741935484,0.5483870967741935,87.0
2025-02-11,P3,35.0,0.0,0.0,1,2,35.0,402022.27752937144,80404.45550587428,71.91629265003581,1.2384831331277122,26.518812381838952,246.504056737612,0.05405405405405406,0.2972972972972973,0.35135135135135137,0.35135135135135137,0.5675675675675675,0.0
2025-02-11,Q1,51.25,0.0,0.0,1,2,51.25,68181.96671078843,272727.8668431537,72.5375152957502,1.1850372601336219,26.67472144804647,280.73516451044236,0.06818181818181818,0.36363636363636365,0.38636363636363635,0.25,0.38636363636363635,0.0
2025-02-12,G2,44.0,0.0,0.0,2,2,44.0,115905.87048631218,115905.87048631218,71.50700146507594,1.1618946681549767,26.730916663749245,187.59195551886063,0.17857142857142858,0.42857142857142855,0.25,0.32142857142857145,0.39285714285714285,0.0
2025-02-12,P3,50.0,0.0,0.0,2,2,50.0,506226.212071819,101245.2424143638,72.88843801334204,1.1664542469131662,26.562987374479594,305.7611716237091,0.1702127659574468,0.3617021276595745,0.3404255319148936,0.2978723404255319,0.3191489361702128,0.0
2025-02-12,Q1,45.0,0.0,0.0,2,2,45.0,55808.846533980104,223235.38613592042,72.73521584640972,0.8510264825202001,26.361792643967856,237.69026015396466,0.05128205128205128,0.2564102564102564,0.28205128205128205,0.46153846153846156,0.38461538461538464,0.0
2025-02-13,G2,35.0,0.0,0.0,3,2,35.0,191511.38751537589,191511.38751537589,69.08299090801157,1.249545679192447,26.451299843905787,317.8029867999985,0.12244897959183673,0.2653061224489796,0.3877551020408163,0.3469387755102041,0.3877551020408163,0.0
2025-02-13,P3,20.0,0.0,0.0,3,2,20.0,394742.244396107,78948.4488792214,72.12377324556125,1.350327445553276,26.622002305946186,238.99099904173252,0.1388888888888889,0.3333333333333333,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.0
2025-02-14,G2,45.0,0.0,0.0,4,2,45.0,182094.92437563345,182094.92437563345,73.75962716881305,1.3080120294626232,26.539721495881665,304.75040229947655,0.06382978723404255,0.3191489361702128,0.3829787234042553,0.2978723404255319,0.40425531914893614,0.0
2025-02-15,P3,50.0,0.0,0.0,5,2,50.0,387961.4893040373,77592.29786080746,71.75086978355661,0.9135808947127748,26.61461358866763,247.04536465053755,0.13043478260869565,0.21739130434782608,0.2608695652173913,0.5217391304347826,0.34782608695652173,0.0
2025-02-15,Q1,12.5,0.0,0.0,5,2,12.5,43634.18063055377,174536.72252221507,73.0659695457656,1.1921893544657036,26.280144716795014,188.6737311161008,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.3888888888888889,0.0
2025-02-16,Q1,10.75,0.0,0.0,6,2,10.75,78444.02608923508,313776.1043569403,71.62658308403014,1.4702271919626118,26.490639318347526,335.72791521518747,0.03125,0.34375,0.375,0.28125,0.4375,0.0
2025-02-17,G2,42.0,0.0,0.0,0,2,42.0,140948.3305416641,140948.3305416641,72.04089328748266,1.0463079452056543,26.536744079265862,227.07329913571118,0.14285714285714285,0.2857142857142857,0.34285714285714286,0.37142857142857144,0.42857142857142855,0.0
2025-02-17,P3,70.0,0.0,0.0,0,2,70.0,496157.2011270144,99231.44022540288,73.02075924316281,1.0837956424469386,26.607173269095004,303.72202794121995,0.14893617021276595,0.2765957446808511,0.44680851063829785,0.2765957446808511,0.3829787234042553,0.0
2025-02-17,Q1,45.0,0.0,0.0,0,2,45.0,52039.909705105565,208159.63882042226,72.95230925285682,1.210867589893298,26.805200830614847,217.0733771649085,0.08571428571428572,0.4,0.2571428571428571,0.34285714285714286,0.3142857142857143,0.0
2025-02-18,G2,69.0,0.0,0.0,1,2,69.0,186659.60414379206,186659.60414379206,72.68997538098355,1.297043441952125,26.309145925666268,304.5624015771827,0.06382978723404255,0.2978723404255319,0.44680851063829785,0.2553191489361702,0.40425531914893614,0.0
2025-02-18,Q1,61.0,0.0,0.0,1,2,61.0,65437.04663095376,261748.18652381503,72.12988338039177,1.131934930905922,26.849582308053545,278.37039499854694,0.06976744186046512,0.3953488372093023,0.27906976744186046,0.32558139534883723,0.3953488372093023,0.0
2025-02-19,G2,44.0,0.0,0.0,2,2,44.0,161798.86699082787,161798.86699082787,72.25026055526307,1.3326924366543684,26.468234480835847,263.238910385296,0.07317073170731707,0.4146341463414634,0.2926829268292683,0.2926829268292683,0.4878048780487805,0.0
2025-02-19,P3,70.0,0.0,0.0,2,2,70.0,438626.78464941145,87725.3569298823,71.26256968827455,1.4046832139115724,26.608494651848638,265.71289816385905,0.17073170731707318,0.36585365853658536,0.2682926829268293,0.36585365853658536,0.3170731707317073,0.0
2025-02-19,Q1,37.5,0.0,0.0,2,2,37.5,61395.15564323129,245580.62257292515,70.8944325941441,1.27954880798357,26.644659521714253,263.8543024699498,0.12195121951219512,0.3170731707317073,0.4146341463414634,0.2682926829268293,0.5853658536585366,0.0
2025-02-20,Q1,21.0,0.0,0.0,3,2,21.0,68954.73169020673,275818.9267608269,73.50768776596581,1.165457258472648,26.713581712971983,288.50082855187713,0.0,0.29545454545454547,0.38636363636363635,0.3181818181818182,0.5,0.0
2025-02-21,G2,17.0,0.0,0.0,4,2,17.0,155939.5429228793,155939.5429228793,71.53916150967923,1.290149449675774,26.741928565204635,247.84813718412872,0.13157894736842105,0.42105263157894735,0.34210526315789475,0.23684210526315788,0.42105263157894735,0.0
2025-02-21,P3,75.0,0.0,0.0,4,2,75.0,527184.9192063244,105436.98384126488,70.63430366212944,1.181295866537471,26.622058712754555,313.58518593675706,0.14893617021276595,0.44680851063829785,0.2553191489361702,0.2978723404255319,0.44680851063829785,170.0
2025-02-23,G2,38.0,0.0,0.0,6,2,38.0,160936.07478065163,160936.07478065163,73.17628955605228,1.2795180917532893,26.757863530597053,254.30907906192147,0.16666666666666666,0.375,0.375,0.25,0.2916666666666667,0.0
2025-02-23,P3,50.0,0.0,0.0,6,2,50.0,568415.5760446193,113683.11520892387,74.80597720432932,1.1279589062362048,26.8980740200034,349.2251844241921,0.15151515151515152,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3939393939393939,0.0
2025-02-24,G2,54.0,0.0,0.0,0,2,54.0,144640.01519586786,144640.01519586786,70.65195416434231,1.2912257400129374,26.5619377300916,238.3950165926017,0.08333333333333333,0.25,0.3611111111111111,0.3888888888888889,0.2777777777777778,0.0
2025-02-24,P3,25.0,0.0,0.0,0,2,25.0,399242.2951387352,79848.45902774704,72.44476338291534,1.1043397949072735,26.441448148608416,241.086307882245,0.21052631578947367,0.21052631578947367,0.5263157894736842,0.2631578947368421,0.3157894736842105,0.0
2025-02-24,Q1,13.0,0.0,0.0,0,2,13.0,43699.98893207805,174799.9557283122,72.62114057356942,1.0540743825848982,26.864124170130257,185.5792445466983,0.07142857142857142,0.21428571428571427,0.39285714285714285,0.39285714285714285,0.35714285714285715,0.0
2025-02-25,G2,32.0,0.0,0.0,1,2,32.0,166435.77005395028,166435.77005395028,70.99585620247909,1.2919222487216897,26.621447216750866,273.16018193570943,0.0975609756097561,0.36585365853658536,0.4146341463414634,0.21951219512195122,0.34146341463414637,0.0
